country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Canada,50,324180878,11842150219,202,786701169,870083294,-83382125,357172801.0,727788065.0,477529266.0,740700159.0,789939513.0,669804261.0,609342750.0,542924589.0,402492126.0,552829655.0,665576643.0,847937736.0,717491759.0,609597504.0,914644150.0,705427294.0,708089376.0,702711609.0,793174755.0,333331432.0,834345418.0,700712278.0,2780541032.0,1696723891.0
Canada,75,216719218,9609763526,240,558687179,654145680,-95458502,257931530.0,506288215.0,356620053.0,524708592.0,560690042.0,504249599.0,486258627.0,405063999.0,324437956.0,437475902.0,512094215.0,652958594.0,434854595.0,386166894.0,595630526.0,550429687.0,514522086.0,556475483.0,611247248.0,290618673.0,612379568.0,539424913.0,1706473934.0,1081491328.0
Central African Republic,30,47073506,3181958612,351,21547878,136509312,-114961434,15031912.0,16459478.0,7199637.0,7618590.0,13241286.0,22882090.0,18427789.0,13745275.0,23356652.0,24267927.0,23425295.0,27153096.0,18930436.0,24890701.0,12139191.0,25461794.0,31027496.0,18946201.0,23953345.0,28600049.0,36009853.0,26273859.0,28833078.0,29274022.0
Central African Republic,50,30767845,2463045213,391,18559797,91585142,-73025346,14082016.0,14964767.0,6850761.0,7183875.0,11940415.0,17703769.0,16526553.0,11192529.0,21698226.0,22581539.0,21370030.0,24160955.0,14404086.0,19557685.0,9286701.0,23375861.0,26626385.0,14894463.0,19618236.0,24883332.0,32452532.0,22300279.0,24973844.0,22806279.0
Central African Republic,75,6873950,958437401,550,10910662,23887010,-12976347,9972279.0,10539058.0,5175631.0,5281790.0,7099480.0,8070789.0,11688922.0,6863929.0,13740379.0,14730945.0,12763690.0,13221231.0,6908471.0,8185949.0,5097467.0,15166790.0,14411584.0,7777094.0,11298944.0,14406811.0,19089225.0,13575100.0,14259149.0,12531184.0
Chad,30,409750,21044530,154,1277049,1792117,-515068,389104.0,616771.0,58229.0,131996.0,136749.0,863734.0,282667.0,946947.0,308916.0,72595.0,257878.0,707552.0,881549.0,919142.0,783614.0,956528.0,2046017.0,2099097.0,1484153.0,1074544.0,2352962.0,2984628.0,5033065.0,5260746.0
Chad,50,7269,456218,194,269225,1024817,-755593,184447.0,150547.0,14011.0,16600.0,20877.0,115499.0,21501.0,74708.0,26145.0,6318.0,29369.0,59843.0,74194.0,79751.0,49184.0,25775.0,69375.0,57809.0,32014.0,54013.0,849229.0,1352670.0,1737660.0,1359839.0
Chad,75,53,5048,279,247744,1011787,-764044,160181.0,93648.0,2550.0,10475.0,3903.0,45750.0,5296.0,24137.0,10088.0,1167.0,4757.0,15480.0,69928.0,73441.0,40297.0,19823.0,42757.0,39000.0,20324.0,42701.0,835654.0,1339482.0,1709291.0,1335716.0
Chile,30,19214323,1130352209,345,42383459,162831025,-120447566,21253942.0,22495433.0,26191275.0,28236324.0,36245487.0,32764753.0,44427284.0,44237517.0,32340833.0,33750869.0,36076676.0,57335713.0,41483743.0,53896324.0,50123961.0,57494925.0,94301184.0,40647829.0,39960796.0,33738335.0,50659163.0,48727851.0,57136903.0,33675896.0
Chile,50,17747652,1068500557,359,40506734,152277611,-111770877,21192683.0,22392403.0,26050605.0,28080663.0,35963541.0,32569332.0,44141263.0,43983530.0,32177466.0,33563316.0,35736413.0,56698587.0,39922407.0,51150929.0,47352817.0,53694325.0,86156758.0,36876928.0,35602160.0,30092165.0,47290387.0,45858062.0,53878057.0,31736838.0
Chile,75,14174616,875386342,374,37259496,121262893,-84003396,20974412.0,22081775.0,25641168.0,27533727.0,35119765.0,31667390.0,42670299.0,42639952.0,31384692.0,32739934.0,34176532.0,54169200.0,37090941.0,46848237.0,43282990.0,48292021.0,74142310.0,31788285.0,29233309.0,24522826.0,41848402.0,40789081.0,47641419.0,27949253.0
China,30,162873593,10488981896,408,249774829,725715723,-475940895,89847224.0,98390344.0,92314972.0,191230574.0,162340468.0,231697410.0,301643573.0,341578096.0,276343454.0,283614092.0,287568915.0,287055409.0,208191235.0,253834121.0,238675076.0,349197661.0,309889448.0,278978305.0,232481908.0,203155586.0,277590421.0,326479436.0,316109861.0,356388301.0
China,50,131480613,9137174121,441,224325103,585645060,-361319960,87040338.0,94488523.0,87933351.0,182687647.0,156006538.0,221647045.0,290596180.0,331715447.0,265517921.0,273125295.0,276590166.0,271292204.0,185956134.0,224577056.0,210208634.0,302005842.0,261578658.0,232820019.0,192180818.0,167149128.0,231374421.0,273755079.0,263409768.0,300146261.0
China,75,61953897,5173082712,520,141392281,282153165,-140760885,68679758.0,70672464.0,60646464.0,128190303.0,114056763.0,163567960.0,222086217.0,261165789.0,199032619.0,209833240.0,212211969.0,200590968.0,109791963.0,126879234.0,117569786.0,165113015.0,135991527.0,116626399.0,92557521.0,80711212.0,115054806.0,137575834.0,131746364.0,153062566.0
Colombia,30,81854356,9175026755,569,133020806,240204582,-107183776,118186872.0,100232400.0,62115101.0,136428419.0,102106681.0,101246399.0,147856574.0,129398741.0,129013455.0,112294347.0,108520230.0,127857790.0,80070604.0,114836400.0,80672621.0,168668687.0,242785700.0,206571303.0,153890964.0,193430580.0,162187002.0,164624886.0,118911804.0,130591776.0
Colombia,50,78367971,9027206152,590,130674707,223276293,-92601586,116767370.0,99394953.0,61155432.0,134925655.0,100915658.0,99891651.0,145908529.0,127908863.0,127041237.0,111093833.0,107396310.0,125827740.0,78848983.0,112497574.0,79088508.0,165370998.0,237714264.0,202837125.0,150296714.0,189416471.0,159197455.0,161254323.0,114964746.0,126478583.0
Colombia,75,72242366,8670946015,622,123973309,196638174,-72664865,110787004.0,95807934.0,57046173.0,128600712.0,96102608.0,94683057.0,138769251.0,122046275.0,120071840.0,107025778.0,103531802.0,119497099.0,75758286.0,106769610.0,74715690.0,156045564.0,223920699.0,193392189.0,141445690.0,179743565.0,152072933.0,153490187.0,106141187.0,117894300.0
Costa Rica,30,3913126,363800861,533,6539913,17502053,-10962140,7410097.0,6535539.0,4367015.0,4670067.0,8041337.0,5343030.0,6071988.0,11392305.0,12282859.0,7111752.0,5742388.0,5840990.0,4477779.0,6260519.0,1929837.0,7824316.0,12047416.0,7151823.0,6701090.0,5009544.0,4857102.0,5225591.0,5617446.0,5046081.0
Costa Rica,50,3684625,353356806,550,6375623,16250007,-9874384,7252406.0,6373816.0,4312853.0,4508551.0,7747722.0,5244020.0,5952424.0,11082092.0,12056223.0,6995025.0,5623887.0,5731264.0,4372307.0,6057328.0,1877142.0,7654139.0,11847329.0,6949022.0,6457473.0,4854004.0,4705957.0,5065003.0,5423563.0,4871398.0
Costa Rica,75,3118327,318846436,589,5806244,13108505,-7302261,6611665.0,5752331.0,4076233.0,4030965.0,6850420.0,4857861.0,5505470.0,10026495.0,11220694.0,6545910.0,5217181.0,5321522.0,3930973.0,5400800.0,1647041.0,7000124.0,11103938.0,6221992.0,5752327.0,4373472.0,4195435.0,4538605.0,4839422.0,4328955.0
Croatia,30,2431302,173445416,314,2212879,20956225,-18743348,1127779.0,810099.0,628512.0,2416003.0,1152022.0,917305.0,1316889.0,1587478.0,1223839.0,1563173.0,1246924.0,2166232.0,1374088.0,2205496.0,1131959.0,2556669.0,2694850.0,4248875.0,3093828.0,3144795.0,2799194.0,4077629.0,5577188.0,4048248.0
Croatia,50,2228566,168011172,340,2157700,19678259,-17520559,1095026.0,776739.0,607960.0,2290100.0,1129635.0,890113.0,1257140.0,1516726.0,1180878.0,1538623.0,1201008.0,2123804.0,1348310.0,2179416.0,1105188.0,2504380.0,2606709.0,4163852.0,3048851.0,3091964.0,2758783.0,3997433.0,5443790.0,3928363.0
Croatia,75,1888962,152726642,368,2018834,17323277,-15304441,1026129.0,704362.0,574374.0,2116194.0,1085442.0,835549.0,1149797.0,1387569.0,1086009.0,1478730.0,1137114.0,2013018.0,1283961.0,2073051.0,1026076.0,2352110.0,2433003.0,3920663.0,2875056.0,2881306.0,2584874.0,3734235.0,5053446.0,3639932.0
Cuba,30,4014605,214374549,266,7205076,29190672,-21985597,5898425.0,3522629.0,2226439.0,6626804.0,4287251.0,4223430.0,2516056.0,6854510.0,5702385.0,3257043.0,5810424.0,4226681.0,2225262.0,2155097.0,2455102.0,38737787.0,39111791.0,6517246.0,3040992.0,5006596.0,4329398.0,2298270.0,7484536.0,4407663.0
Cuba,50,3617392,203948054,285,6949958,26974555,-20024596,5544787.0,3372010.0,2111851.0,6255019.0,4138888.0,4073422.0,2408120.0,6564450.0,5420659.0,3132337.0,5471879.0,4077002.0,2096708.0,1978720.0,2261544.0,38356069.0,38504243.0,6162002.0,2756534.0,4718719.0,3983994.0,2147289.0,7076680.0,4186070.0
Cuba,75,2878342,178251235,308,6230675,23024519,-16793845,4569143.0,2932470.0,1787260.0,5104611.0,3650693.0,3598174.0,2105969.0,5826062.0,4545581.0,2688332.0,4460289.0,3634820.0,1671834.0,1473881.0,1774322.0,37171454.0,36564772.0,5317158.0,2017940.0,3811575.0,3170659.0,1800808.0,6144518.0,3713878.0
Czechia,30,3080969,239110645,302,12993635,19599290,-6605654,1315385.0,2740436.0,1659788.0,5599342.0,11151867.0,3806334.0,9849320.0,7796972.0,6428211.0,7418286.0,10383989.0,6876790.0,3636287.0,6808779.0,4064735.0,12098179.0,14424317.0,21678436.0,40245427.0,56532062.0,31955606.0,20038254.0,14023854.0,11314595.0
Czechia,50,2880355,234317836,336,12890304,18274433,-5384129,1305801.0,2721217.0,1646613.0,5557049.0,11099985.0,3786025.0,9791562.0,7744767.0,6388714.0,7370405.0,10325791.0,6832216.0,3589913.0,6714912.0,4019625.0,11985362.0,14285410.0,21506880.0,39917803.0,56083709.0,31725979.0,19872772.0,13895797.0,11198995.0
Czechia,75,2235322,199454548,379,11604226,14118743,-2514519,1179778.0,2431244.0,1486902.0,5022324.0,10035346.0,3470600.0,8983810.0,6999133.0,5816045.0,6692449.0,9374163.0,6212212.0,3026144.0,5671893.0,3440173.0,10533958.0,12574760.0,19245572.0,35602097.0,50775967.0,29126961.0,18094405.0,12624494.0,10080984.0
Côte d'Ivoire,30,14866948,885133876,393,88557697,113021232,-24463535,48808596.0,57949886.0,34603541.0,19249552.0,25249586.0,41459127.0,38525802.0,56759965.0,52563735.0,44109403.0,60388709.0,48164713.0,88629029.0,180970856.0,80526562.0,118957273.0,196979391.0,183512419.0,139766169.0,148785174.0,114081428.0,111228381.0,124529626.0,109585785.0
Côte d'Ivoire,50,6356113,486708323,482,53223876,49378494,3845382,42233484.0,49061788.0,28417373.0,15163175.0,16865800.0,32110755.0,28677225.0,42889439.0,42987141.0,35213745.0,49069409.0,38974441.0,58836830.0,106714835.0,49853144.0,63496801.0,99818341.0,100097666.0,68953806.0,75183094.0,57660010.0,59512262.0,61349745.0,54232732.0
Côte d'Ivoire,75,510956,50161392,586,7674998,9293260,-1618262,13143822.0,12729218.0,5500051.0,3381638.0,2001974.0,5902533.0,5596700.0,6909271.0,7271727.0,7750156.0,10083859.0,8091242.0,5145204.0,12260242.0,4837008.0,6445706.0,7554967.0,9478624.0,4814730.0,6788569.0,10213579.0,9245386.0,10414390.0,8639336.0
Democratic Republic of the Congo,30,199272120,20212512049,583,561499003,812875804,-251376799,270759203.0,296456004.0,150938033.0,231913746.0,286937096.0,273542135.0,276990330.0,239932532.0,391730437.0,489287867.0,258809092.0,382546097.0,593979607.0,837306830.0,597015753.0,903149589.0,950404008.0,896668810.0,818547754.0,862753803.0,828353838.0,827198567.0,889801829.0,920953137.0
Democratic Republic of the Congo,50,164383576,19141532483,660,541624310,625404070,-83779759,267093701.0,289993682.0,144521528.0,226438712.0,278788201.0,267933785.0,267448598.0,231858425.0,378857996.0,470493731.0,250070933.0,363951601.0,573834295.0,807004362.0,578269853.0,877947683.0,915451128.0,864325860.0,793674762.0,831352794.0,797592676.0,798655717.0,849058563.0,874364848.0
Democratic Republic of the Congo,75,119056513,16463556751,758,439692682,387573434,52119248,235581772.0,251381784.0,115181290.0,194608473.0,242616947.0,236415066.0,229504881.0,197761571.0,330024733.0,396105400.0,206738319.0,296522103.0,489841212.0,643255031.0,472402645.0,717927124.0,718427001.0,685705904.0,650624536.0,653782733.0,626819055.0,637790020.0,650755304.0,672851475.0
Denmark,30,663204,28683112,206,1437599,5410570,-3972971,1063654.0,296511.0,393809.0,639287.0,2508405.0,1489268.0,1291464.0,1841569.0,2063754.0,1422682.0,1027472.0,1505580.0,668878.0,1819472.0,898588.0,1626098.0,1548794.0,1144397.0,3353305.0,1218757.0,1965760.0,1429800.0,1704332.0,1580754.0
Denmark,50,561144,26083320,232,1394283,4643011,-3248727,1035081.0,287381.0,380755.0,624255.0,2484596.0,1470753.0,1271729.0,1817362.0,2033019.0,1409460.0,1021202.0,1485725.0,650910.0,1771126.0,864404.0,1557472.0,1473043.0,1084445.0,3186949.0,1150003.0,1891539.0,1371930.0,1624381.0,1515262.0
Denmark,75,310526,16485868,269,1108839,2675117,-1566279,906684.0,243837.0,310691.0,518728.0,2246017.0,1318342.0,1129610.0,1637573.0,1810735.0,1282839.0,959846.0,1337168.0,483415.0,1331327.0,622751.0,1121359.0,1040428.0,750750.0,2178135.0,776975.0,1364272.0,995261.0,1162279.0,1083094.0
Djibouti,30,0,5,67,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,50,0,5,67,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,30,2576438,173846497,340,7276679,11977428,-4700749,4371498.0,4068892.0,4494117.0,8204661.0,8626362.0,5618563.0,6856560.0,9526299.0,6077478.0,6347365.0,5774536.0,8081680.0,4952583.0,5635975.0,6272661.0,11267534.0,13161754.0,6689362.0,6983513.0,9978196.0,7152392.0,6435846.0,11414202.0,6648272.0
Dominican Republic,50,2236254,161423364,363,6873598,10181003,-3307407,4218650.0,3897766.0,4328955.0,7936167.0,8362211.0,5331650.0,6564694.0,9175554.0,5797436.0,6077888.0,5514640.0,7782399.0,4529309.0,5260625.0,5875734.0,10723433.0,12466874.0,6141832.0,6428543.0,9281127.0,6648381.0,5902177.0,10638317.0,6081992.0
Dominican Republic,75,1774355,139166308,390,5944463,7850340,-1905874,3679839.0,3386711.0,3854179.0,7115876.0,7502539.0,4647214.0,5836236.0,8177096.0,5078930.0,5337188.0,4792263.0,6866915.0,3659822.0,4380263.0,4992971.0,9504580.0,10923761.0,5037694.0,5270615.0,7829049.0,5566312.0,4969699.0,9217436.0,5039948.0
Ecuador,30,19048768,2182649256,513,28767506,62033402,-33265895,26015231.0,18484797.0,8501628.0,21042181.0,23775799.0,21217115.0,34948961.0,32594432.0,34794262.0,22064131.0,29650827.0,46891185.0,30322771.0,18988115.0,20418714.0,28926910.0,49368740.0,26726441.0,25122138.0,35469372.0,22562910.0,38462802.0,30150463.0,43920246.0
Ecuador,50,17934671,2132876240,544,28333498,56709807,-28376309,25771841.0,18346992.0,8394019.0,20714479.0,23452056.0,20972497.0,34374111.0,32320908.0,34368627.0,21894575.0,29490631.0,46304956.0,29419965.0,18436017.0,20059451.0,28262743.0,48699032.0,26329649.0,24753635.0,35041350.0,22325230.0,37989947.0,29480830.0,42800412.0
Ecuador,75,15862084,2007193045,578,27063263,47684591,-20621328,24805293.0,17786506.0,8101521.0,19521897.0,22267879.0,20007233.0,32186346.0,31089004.0,32734763.0,21214204.0,28822884.0,44380169.0,27202006.0,16977166.0,19113237.0,26691198.0,46898620.0,25258984.0,23747840.0,33923659.0,21676872.0,36766891.0,27989319.0,40354817.0
Egypt,30,154304,5628489,233,23324,278559,-255234,45261.0,17030.0,25893.0,26580.0,18945.0,12080.0,31841.0,42365.0,18922.0,28123.0,37588.0,123759.0,23775.0,28317.0,7484.0,8533.0,13747.0,14890.0,5595.0,4397.0,4382.0,2820.0,9371.0,8089.0
Egypt,50,14628,590798,257,12440,22398,-9957,32222.0,10890.0,19709.0,13467.0,12776.0,7793.0,22035.0,34322.0,12779.0,15676.0,25568.0,73224.0,1993.0,2391.0,1087.0,1725.0,1908.0,2505.0,1613.0,276.0,1149.0,225.0,2487.0,742.0
Egypt,75,624,33282,325,2595,1920,676,7464.0,1375.0,4061.0,2041.0,2773.0,1115.0,4027.0,11288.0,3365.0,2404.0,5144.0,16754.0,42.0,0.0,0.0,0.0,17.0,0.0,52.0,0.0,67.0,0.0,165.0,127.0
El Salvador,30,988821,72874404,329,1605285,4942966,-3337681,3731614.0,1893671.0,2393913.0,1942570.0,2511220.0,1916288.0,1320355.0,1468422.0,1948442.0,1277263.0,1491657.0,1162125.0,863074.0,964138.0,1086590.0,3004920.0,2377586.0,1370747.0,1128877.0,1150670.0,792299.0,870735.0,933055.0,926598.0
El Salvador,50,801725,63686905,345,1483607,4006958,-2523352,3470784.0,1745315.0,2193626.0,1809565.0,2348423.0,1737885.0,1229546.0,1373148.0,1824398.0,1193508.0,1416632.0,1090362.0,754000.0,816169.0,971291.0,2824690.0,2163653.0,1269853.0,1031868.0,1074851.0,735867.0,811431.0,852986.0,866696.0
El Salvador,75,470778,43623127,372,1048504,2421697,-1373194,1910214.0,1212569.0,1293868.0,1314371.0,1549334.0,1191667.0,915249.0,951357.0,1279433.0,845875.0,1042704.0,798017.0,475014.0,473698.0,658740.0,2365460.0,1624811.0,995122.0,788520.0,863753.0,582712.0,658106.0,663644.0,709848.0
Equatorial Guinea,30,2654600,340734326,364,4233657,9100756,-4867098,2258578.0,1936027.0,1234466.0,245673.0,998959.0,776556.0,1839669.0,3039033.0,3611584.0,3985196.0,4890931.0,3149919.0,4506210.0,12412029.0,4923043.0,6245858.0,7925159.0,5120838.0,6413663.0,3372250.0,6114017.0,5283011.0,5922752.0,5402354.0
Equatorial Guinea,50,2633389,339579151,367,4175004,8959292,-4784289,2247760.0,1927738.0,1223580.0,240672.0,992291.0,762650.0,1783421.0,2987267.0,3570664.0,3911593.0,4808862.0,3102322.0,4450803.0,12241404.0,4861909.0,6184697.0,7847041.0,5044961.0,6330239.0,3302818.0,6010688.0,5217039.0,5832445.0,5317220.0
Equatorial Guinea,75,2447623,323996471,375,3558889,8015077,-4456189,2108963.0,1785787.0,1127614.0,201066.0,873525.0,656885.0,1442822.0,2530657.0,3112893.0,3248080.0,4148455.0,2648146.0,3815045.0,10379101.0,4263898.0,5353380.0,6766125.0,4291463.0,5288483.0,2711583.0,4944749.0,4501285.0,4835668.0,4377639.0
Eritrea,30,5,282,61,145,45085,-44940,1234.0,309.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,12.0,6.0,59.0,16.0,186.0,0.0,0.0,0.0,53.0,179.0,264.0,82.0
Eritrea,50,2,202,85,143,45076,-44933,1180.0,309.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,12.0,6.0,59.0,16.0,186.0,0.0,0.0,0.0,53.0,179.0,264.0,82.0
Eritrea,75,2,142,91,126,45076,-44950,788.0,309.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,12.0,6.0,59.0,16.0,186.0,0.0,0.0,0.0,53.0,179.0,264.0,82.0
Estonia,30,2639421,104377102,77,7978036,16429019,-8450982,3754502.0,4976671.0,1373959.0,4295638.0,3660669.0,5489258.0,4280631.0,4938092.0,5116066.0,6077520.0,7849792.0,5230292.0,5029800.0,7098193.0,7784009.0,11320273.0,12312218.0,12862517.0,14970495.0,12182001.0,11644176.0,13735299.0,12841152.0,12649660.0
Estonia,50,2465461,101877682,81,7919644,15372172,-7452528,3726733.0,4960651.0,1369455.0,4276580.0,3645230.0,5443001.0,4257513.0,4925993.0,5090223.0,6061974.0,7838906.0,5220950.0,4992198.0,7042265.0,7732111.0,11214987.0,12197555.0,12745108.0,14837972.0,12046965.0,11551424.0,13625713.0,12716271.0,12551685.0
Estonia,75,1956968,88603186,90,7368944,12193178,-4824235,3528695.0,4684786.0,1318119.0,4099804.0,3459921.0,5118312.0,4070886.0,4755898.0,4853008.0,5852520.0,7594474.0,5085165.0,4636906.0,6526852.0,7182635.0,10306139.0,11213039.0,11657605.0,13613578.0,10936105.0,10589306.0,12554079.0,11718875.0,11497945.0
Ethiopia,30,12040337,850262049,397,10975130,41993212,-31018084,5528209.0,5711907.0,6788236.0,6182917.0,6889063.0,5744392.0,12873797.0,11043743.0,13591064.0,9778092.0,7644872.0,20228480.0,14507650.0,14899691.0,4656429.0,8795243.0,17508418.0,9448143.0,13547222.0,9312938.0,11075692.0,11802466.0,20648621.0,15195790.0
Ethiopia,50,5425721,513302597,517,7731570,17356534,-9624965,4387496.0,4036106.0,5717546.0,4790905.0,4777372.0,4344013.0,10695528.0,7703306.0,9540152.0,7154635.0,5865457.0,14883231.0,9463803.0,9208625.0,2995284.0,5249170.0,12495632.0,6478403.0,10438431.0,6309316.0,7365780.0,8000277.0,14617625.0,9039577.0
Ethiopia,75,2039861,273908558,770,4755625,6630383,-1874757,2637450.0,2260200.0,3627333.0,2531807.0,2328609.0,2705871.0,7166871.0,4649762.0,5189833.0,4503446.0,3704659.0,7611137.0,5345401.0,4752310.0,1521082.0,2961588.0,7327166.0,3802615.0,6925607.0,4000406.0,5139440.0,5463723.0,11427179.0,6551507.0
Faroe Islands,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,30,1556562,158849875,449,1208112,7686982,-6478869,538323.0,348521.0,775983.0,1059008.0,862981.0,986937.0,1108188.0,1235197.0,939439.0,1257273.0,290208.0,628330.0,1454338.0,1842815.0,1004961.0,4406958.0,1650048.0,728859.0,825425.0,1163674.0,4212392.0,592721.0,470886.0,611212.0
Fiji,50,1395345,148070567,468,1154489,6776674,-5622185,531835.0,345976.0,770997.0,1051579.0,857158.0,981377.0,1100183.0,1223076.0,932615.0,1249136.0,286505.0,595271.0,1391978.0,1690175.0,955050.0,4215734.0,1499678.0,676305.0,768662.0,1077328.0,4021164.0,553393.0,411962.0,520574.0
Fiji,75,1215703,135331462,513,1044287,5821252,-4776966,498442.0,325759.0,718566.0,980115.0,812385.0,939227.0,1037072.0,1123657.0,874035.0,1176478.0,258437.0,510874.0,1265611.0,1382018.0,859555.0,3802610.0,1325051.0,585997.0,661963.0,957383.0,3725338.0,491956.0,354817.0,395524.0
Finland,30,21627651,618264790,80,44632632,77839491,-33206860,28289649.0,26908496.0,16657817.0,28795397.0,46483399.0,36343782.0,32137882.0,41895877.0,35461266.0,36438514.0,34137241.0,35411758.0,32187761.0,40577351.0,38513499.0,53042448.0,75408327.0,62035045.0,66503282.0,58874899.0,63588011.0,62164825.0,60404585.0,58922062.0
Finland,50,18308144,560842192,89,43809753,66024496,-22214741,28100197.0,26668577.0,16471647.0,28514841.0,45996571.0,35983527.0,31907210.0,41605602.0,35029341.0,36205282.0,33900330.0,35136033.0,31577809.0,39754482.0,37791575.0,51597420.0,73372205.0,60450047.0,64925508.0,57316107.0,62105137.0,60669280.0,58927003.0,57428356.0
Finland,75,10425931,382859374,110,36290753,37328067,-1037314,26253298.0,24592385.0,15170625.0,26611887.0,42990572.0,33667734.0,30409694.0,39482873.0,32367123.0,34451536.0,32056807.0,32996181.0,25012077.0,30917249.0,29641891.0,38850392.0,55398794.0,46131915.0,49015562.0,42659245.0,47035820.0,46187891.0,45381736.0,43694767.0
France,30,16783020,1388341396,375,32089193,131316301,-99227109,13050981.0,13058178.0,10035276.0,30933769.0,19436093.0,24056766.0,22379664.0,41347558.0,29454492.0,62997850.0,30463732.0,32353430.0,14733505.0,22078222.0,18552067.0,29954101.0,34258559.0,35858265.0,43655938.0,43946718.0,66514861.0,32292034.0,50720413.0,48008176.0
France,50,15270417,1332970152,402,31195541,120082052,-88886509,12675287.0,12667026.0,9665648.0,30006499.0,18916816.0,23438406.0,21932630.0,40721051.0,28879879.0,62296089.0,30075804.0,31828586.0,14183100.0,21285860.0,17777333.0,28463080.0,32621923.0,34326005.0,42216581.0,42704785.0,65058846.0,31094776.0,49159961.0,46697030.0
France,75,11568533,1093819855,442,26865995,91458192,-64592199,10742579.0,10662825.0,7999585.0,25569914.0,16108341.0,20299884.0,19427819.0,36654434.0,25201567.0,55890882.0,27218243.0,28938604.0,12039354.0,17969002.0,14627172.0,23107137.0,26770360.0,28410581.0,35567080.0,36856304.0,56989362.0,26333353.0,41660223.0,39739256.0
French Guiana,30,8162754,1375105411,731,2882440,19356156,-16473717,2303322.0,1922755.0,1411291.0,3612114.0,2117665.0,1957914.0,2517893.0,3940806.0,2181259.0,2451482.0,2064700.0,7400579.0,2197953.0,3057234.0,2086048.0,4456901.0,3023277.0,2789029.0,2518640.0,3274344.0,1712092.0,2931358.0,3822319.0,3427583.0
French Guiana,50,8153384,1374711118,736,2873348,19311432,-16438085,2300574.0,1920433.0,1409557.0,3606821.0,2113564.0,1956100.0,2514767.0,3936081.0,2179518.0,2449014.0,2063815.0,7395087.0,2192317.0,3041432.0,2075400.0,4428434.0,3002557.0,2776641.0,2511609.0,3263855.0,1707717.0,2922492.0,3780904.0,3411631.0
