country,subnational1,threshold,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Angola,Bengo,30,649,662,721,396,184,1428,691,1677,744,197,835,1778,538,1335,1550,944,980,1264,905,3783,1859,2580,1164
Angola,Benguela,30,0,0,0,0,0,7,0,5,2,2,5,12,4,5,0,4,3,7,4,8,11,5,4
Angola,Cabinda,30,446,258,218,477,444,496,340,645,595,1202,371,1259,4615,1264,1952,2100,1792,1490,854,1022,875,2154,865
Angola,Cuando Cubango,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,1,0,0
Angola,Cuanza Norte,30,542,485,67,309,45,1385,274,1253,857,717,1116,1703,1274,1122,1350,1259,1537,1396,741,4751,2401,1965,1492
Angola,Cuanza Sul,30,16,44,10,66,5,96,5,66,26,52,61,180,33,66,144,93,69,104,62,256,189,267,137
Angola,Luanda,30,0,0,0,0,0,1,0,2,0,0,7,3,7,0,1,0,2,0,0,0,0,0,0
Angola,Lunda Norte,30,17,4,11,16,32,33,22,42,28,19,44,83,144,88,166,197,269,232,211,289,181,308,234
Angola,Lunda Sul,30,29,50,39,15,61,109,16,46,134,52,71,26,119,97,166,170,154,165,230,225,126,269,195
Angola,Malanje,30,27,42,36,128,7,223,75,60,109,181,159,212,421,399,482,613,546,488,600,917,765,788,766
Angola,Moxico,30,57,47,86,27,166,176,145,178,343,317,236,251,276,284,434,406,286,250,346,546,767,488,1126
Angola,Uíge,30,1587,1277,829,1554,354,3949,961,1115,2262,1438,2467,3409,3165,4168,5287,5081,7644,4401,4745,12050,7895,8175,7162
Angola,Zaire,30,123,87,332,118,97,152,165,247,121,75,219,342,382,166,503,289,218,193,192,472,498,623,508
Argentina,Catamarca,30,128,1512,245,97,132,37,6,2,0,7,25,4,7,0,25,7,0,0,0,0,16,6,1
Argentina,Chaco,30,129,386,1271,1462,1104,922,1232,985,593,478,2497,1363,585,506,540,937,294,297,368,614,646,490,1159
Argentina,Formosa,30,1006,1776,3490,6246,3978,5089,8397,7312,8324,4420,9848,11121,7503,4016,4866,2830,2986,1143,3600,1902,3328,4314,2693
Argentina,Jujuy,30,831,810,1753,1141,894,621,2277,1949,5952,2821,1648,8952,2185,1443,581,1422,652,592,4029,936,864,930,2473
Argentina,Misiones,30,2905,3868,6180,5463,6673,5655,7808,3871,3422,3834,4438,3614,3691,2383,5769,8762,4099,4946,5844,5611,11161,3366,3833
Argentina,Salta,30,4127,5698,13873,16113,10768,5757,26531,6279,12459,5301,5923,30591,4854,1712,3143,2667,1284,1912,6743,2601,5232,2204,1776
Argentina,Santiago del Estero,30,0,0,4,5,4,0,5,6,101,26,23,223,83,2,22,21,6,5,16,32,7,18,25
Argentina,Tucumán,30,189,406,1270,899,539,604,807,412,473,475,403,808,396,481,297,553,172,86,243,222,130,141,138
Australia,Queensland,30,0,0,0,0,0,25,0,0,2,0,1,2,21,0,7,5,0,0,0,5,0,0,0
Australia,Western Australia,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Barisal,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bangladesh,Chittagong,30,606,258,234,284,657,307,212,495,201,219,303,184,456,202,340,403,336,382,446,301,299,727,445
Bangladesh,Dhaka,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,Khulna,30,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Bangladesh,Sylhet,30,13,7,112,21,19,52,26,62,32,43,22,3,1,3,5,10,22,5,13,4,8,14,21
Belize,Belize,30,227,133,128,215,55,282,249,294,354,1540,374,495,353,434,416,713,464,927,1045,524,748,2993,1395
Belize,Cayo,30,1032,571,626,793,681,1534,1123,1092,1193,8202,2206,3575,2679,1979,5279,1823,1201,3125,10418,1008,761,3799,4451
Belize,Corozal,30,119,115,129,256,87,360,346,471,335,568,1926,961,1683,760,573,907,903,1461,1340,941,756,962,669
Belize,Orange Walk,30,1018,760,844,628,566,937,845,1422,1140,4250,1263,1385,2987,2583,3140,1559,1231,1740,1504,780,1025,2813,907
Belize,Stann Creek,30,401,319,107,190,63,304,203,268,563,312,216,382,399,169,287,374,189,287,323,413,188,262,574
Belize,Toledo,30,2773,1095,275,1124,447,723,865,859,1223,1422,814,1652,929,681,1816,1239,792,1231,1458,893,556,838,13141
Benin,Atlantique,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Benin,Mono,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Ouémé,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Benin,Plateau,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
Benin,Zou,30,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,1,1,1,0,0,0
Bhutan,Bumthang,30,20,2,24,27,46,21,24,64,29,13,11,3,3,8,31,44,29,22,87,43,25,67,50
Bhutan,Chhukha,30,23,5,26,52,20,3,20,11,98,20,8,9,26,13,47,87,28,27,27,38,34,64,42
Bhutan,Dagana,30,2,2,10,20,15,6,15,18,73,18,7,10,44,17,31,28,28,19,5,16,24,12,8
Bhutan,Gasa,30,0,1,0,0,1,0,1,2,20,1,5,2,4,2,17,9,11,5,9,8,5,2,2
Bhutan,Haa,30,0,1,2,4,3,11,8,22,27,20,3,2,5,4,44,62,16,23,17,15,10,144,36
Bhutan,Lhuentse,30,0,6,8,2,2,1,3,7,7,14,31,16,15,7,23,31,8,5,40,12,12,19,12
Bhutan,Monggar,30,4,11,20,2,3,4,16,21,25,36,29,14,32,32,37,24,6,7,16,18,36,23,13
Bhutan,Paro,30,0,0,3,0,4,10,39,6,14,5,0,0,0,0,14,13,106,30,18,8,10,22,12
Bhutan,Pema Gatshel,30,7,5,24,11,12,11,24,39,19,41,35,25,105,26,25,29,23,15,28,34,26,42,16
Bhutan,Punakha,30,0,2,0,3,2,3,4,7,55,2,0,0,2,30,67,20,9,6,12,4,19,4,9
Bhutan,Samdrup Jongkhar,30,18,7,68,26,20,30,21,26,15,36,34,10,38,20,35,75,29,17,36,34,56,28,96
Bhutan,Samtse,30,10,4,20,57,27,13,32,24,55,9,16,0,3,0,7,8,6,7,15,18,15,4,12
Bhutan,Sarpang,30,1,1,17,8,10,14,10,18,46,18,4,4,8,11,75,63,16,24,17,13,15,16,36
Bhutan,Thimphu,30,0,0,1,1,1,1,1,5,6,0,0,1,0,0,9,14,6,13,20,2,10,16,11
Bhutan,Trashigang,30,12,4,51,13,34,6,29,30,23,29,27,8,22,14,39,30,22,10,19,11,13,19,8
Bhutan,Trongsa,30,2,3,7,9,4,8,9,34,59,18,18,29,35,37,67,59,9,7,14,3,3,32,10
Bhutan,Tsirang,30,0,0,2,4,1,0,4,9,31,9,0,1,7,4,7,5,4,1,4,3,3,10,5
Bhutan,Wangdue Phodrang,30,0,5,11,46,23,10,22,40,164,18,0,8,18,10,53,105,8,20,27,59,126,65,35
Bhutan,Trashi Yangtse,30,0,0,1,0,2,2,1,5,1,21,1,1,2,0,12,28,7,3,6,15,13,3,3
Bhutan,Zhemgang,30,13,17,30,21,16,22,28,53,41,42,78,37,85,33,54,46,25,21,47,35,48,56,25
Bolivia,Chuquisaca,30,1264,1575,1033,1860,522,768,1691,1175,625,4436,1017,1478,909,431,1296,2576,1142,4084,3724,1261,2384,1822,1421
Bolivia,Cochabamba,30,4863,4890,6916,4612,4864,4166,8026,5978,7060,6659,3955,3456,6261,2926,4635,7761,3149,7133,4573,6498,6073,12265,11608
Bolivia,Beni,30,12594,12733,17024,23670,18928,20073,30289,27741,57294,47359,26895,13211,30351,13189,32109,44041,19354,35967,32776,47018,48471,185997,285628
Bolivia,La Paz,30,3656,3426,4253,4928,6533,7089,5562,8216,29958,6339,8523,4730,12312,5164,15456,13079,8719,15256,14774,10071,13992,29175,68211
Bolivia,Pando,30,6240,5649,8488,26561,12361,7672,13202,9939,9652,15664,7135,5426,9559,4248,8337,8341,6691,6259,8740,8912,12917,13747,23736
Bolivia,Santa Cruz,30,41015,47506,57089,74562,74788,74276,117837,53636,158482,80804,99695,51722,72686,56692,182735,192709,114637,220146,208600,217633,297772,246228,1088828
Bolivia,Tarija,30,859,1294,1775,1687,783,323,3933,1467,4588,1433,1080,2216,994,638,1303,1731,841,1802,2913,869,3096,1305,1465
Brazil,Acre,30,55364,27833,53915,124069,34221,30438,44614,30509,34836,32073,53552,43799,54911,41352,68983,70400,73716,76953,80475,107520,132537,56124,84232
Brazil,Alagoas,30,61,42,1,68,26,25,51,28,41,15,50,27,12,0,2,52,78,17,229,11,62,7,7
Brazil,Amapá,30,5806,3989,5355,6484,5100,5100,5921,11839,5822,5296,9449,6846,6031,5664,21879,20137,6907,4546,4553,2939,5106,11062,18272
Brazil,Amazonas,30,60159,74317,69435,123552,114854,66857,70790,79562,109677,65025,118069,86838,104162,118330,450607,194463,156327,178654,197739,271560,351301,250982,395969
Brazil,Bahia,30,3242,3481,5588,4349,5380,5983,6767,5585,5536,3082,6018,5173,8499,4958,18290,9309,5325,4462,3944,5694,4130,4657,6350
Brazil,Ceará,30,132,85,120,2,40,86,104,4,114,11,28,90,144,68,128,315,296,119,223,67,209,44,124
Brazil,Espírito Santo,30,117,86,80,76,72,42,52,81,63,221,140,101,208,214,884,786,742,111,76,59,69,41,279
Brazil,Goiás,30,6250,8048,5670,5239,2801,2740,1691,2412,1899,2472,2203,1517,1581,1775,1831,8917,1345,1754,1207,1235,1413,889,2025
Brazil,Maranhão,30,27097,20239,23309,40588,40841,32112,29454,13396,37467,17604,25915,22710,27653,22142,226772,55113,26131,14029,23946,19686,22037,33506,25395
Brazil,Mato Grosso do Sul,30,15214,13052,11550,10603,9370,9106,5714,4861,6094,4920,7387,3710,4619,2993,4145,6135,4159,8739,35501,28003,12325,23989,33011
Brazil,Mato Grosso,30,690318,768106,904607,580854,406965,365263,280796,127679,388634,236947,346179,131364,214074,205716,417061,624171,308338,298366,576984,374866,431414,218838,575993
Brazil,Minas Gerais,30,837,584,361,558,501,482,313,240,319,259,388,234,570,299,450,2096,615,439,386,297,286,225,756
Brazil,Pará,30,414692,367422,651492,577915,532790,451307,499660,311004,366981,287689,388838,240710,327625,256832,1116260,832482,545654,479790,566824,497419,585186,406574,1288261
Brazil,Paraíba,30,30,3,10,5,3,9,31,23,9,27,5,24,29,0,0,17,7,11,6,1,182,2,4
Brazil,Paraná,30,1537,1808,1843,2389,824,624,915,386,758,1206,691,987,1485,1210,1742,3456,1067,1691,1828,2165,2219,1095,1141
Brazil,Pernambuco,30,88,85,91,17,41,34,120,61,119,122,90,212,85,80,77,148,147,100,178,116,277,141,121
Brazil,Piauí,30,18,12,16,96,172,261,35,22,34,16,49,106,143,10,201,61,209,29,120,251,283,184,120
Brazil,Rio de Janeiro,30,375,441,198,287,238,358,234,169,217,296,255,401,352,299,262,1520,324,143,195,98,239,151,608
Brazil,Rio Grande do Norte,30,0,2,0,0,1,2,0,3,0,0,0,1,1,0,1,2,7,7,2,0,15,0,0
Brazil,Rio Grande do Sul,30,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,5,1,2,4,2,98,3,0
Brazil,Rondônia,30,310912,242989,257960,315534,228863,138013,92370,79578,170186,120427,133328,59830,154274,132024,212660,227965,160093,158890,167790,203177,185949,77539,221151
Brazil,Roraima,30,21292,26360,17505,15448,20678,29912,27251,25430,17082,14735,13955,15255,21582,22391,266964,33446,32673,120157,27049,21720,26953,39293,131169
Brazil,Santa Catarina,30,917,1441,1408,2313,2388,882,1511,837,1363,1261,1030,660,1398,797,1695,2728,1503,1227,1747,1256,1775,1451,1454
Brazil,São Paulo,30,1003,941,1277,1293,1909,1568,893,655,1006,686,1309,759,985,463,841,2621,1025,979,689,1599,604,1054,2318
Brazil,Sergipe,30,4,12,1,11,22,22,3,3,22,0,31,96,6,6,1,277,12,48,161,32,113,1,0
Brazil,Tocantins,30,6261,9149,4548,12457,7424,8279,5784,5735,4654,8519,7073,10611,10346,11206,19190,37842,20464,9778,11622,7176,7420,8386,34874
Brunei,Belait,30,185,199,229,393,242,443,545,884,296,1065,577,289,625,405,676,174,270,303,355,336,304,284,275
Brunei,Brunei and Muara,30,129,101,142,95,65,59,84,55,93,218,124,10,45,42,26,17,22,18,38,42,24,15,12
Brunei,Temburong,30,87,48,64,51,35,24,45,69,42,75,116,45,164,217,157,249,81,54,54,55,84,56,36
Brunei,Tutong,30,72,30,147,62,99,112,85,233,91,302,300,263,544,141,228,76,75,71,95,82,124,139,60
Burundi,Bubanza,30,0,4,0,3,2,4,1,0,1,0,1,0,11,1,5,2,9,1,2,1,0,1,0
Burundi,Bururi,30,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
Burundi,Cibitoke,30,1,35,2,3,1,4,8,4,5,2,2,9,18,3,10,3,11,3,14,7,2,3,5
Burundi,Kayanza,30,1,3,0,1,0,2,2,7,2,0,0,0,7,1,1,0,4,2,3,1,1,1,1
Burundi,Muramvya,30,0,7,0,5,1,1,5,0,2,3,0,0,7,3,10,7,6,5,6,4,0,2,3
Cambodia,Bântéay Méanchey,30,597,340,651,615,84,61,99,128,945,40,56,44,84,27,39,17,23,117,43,4,1,1,7
Cambodia,Batdâmbâng,30,4222,5517,4711,3107,2045,1824,2232,4597,12234,2711,6500,1268,1365,978,1485,575,416,889,1273,1340,489,1215,818
Cambodia,Kâmpóng Cham,30,145,286,1018,651,1757,569,2421,1104,1423,2212,1008,892,491,741,1094,535,168,161,79,74,38,32,24
Cambodia,Kâmpóng Chhnang,30,6,7,8,16,18,10,3,6,23,32,22,262,46,38,354,509,23,31,75,31,21,20,174
Cambodia,Kâmpóng Spœ,30,58,143,146,444,209,373,341,206,717,592,1059,1284,566,273,692,875,220,260,345,535,438,248,986
Cambodia,Kâmpóng Thum,30,983,2322,2968,2692,2284,2201,4605,6659,16867,24800,20636,26577,14577,12542,16431,7737,6356,6986,6285,8994,7154,7412,4804
Cambodia,Kâmpôt,30,106,476,372,1489,1233,1322,993,643,3053,1818,1949,1142,1302,1399,2341,1734,677,1172,1692,2420,1806,1206,438
Cambodia,Kaôh Kong,30,1192,995,1793,2081,2747,3174,1179,5216,5785,2180,5958,4234,3586,1570,2030,1611,1745,4135,3350,3178,3418,5523,2979
Cambodia,Kep,30,0,1,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14,4,0
Cambodia,Krâchéh,30,1712,1106,2036,3410,3678,2725,12189,6837,24174,41212,25550,30572,19467,13174,15213,7630,4515,3930,5416,5515,4632,3270,2145
Cambodia,Krong Pailin,30,621,2405,3577,2908,824,1228,437,3863,2261,184,899,149,98,63,146,265,15,42,74,48,20,79,44
Cambodia,Krong Preah Sihanouk,30,235,679,1341,3180,2428,2972,1135,2106,3116,1589,1317,1043,689,714,1831,1355,2963,3869,2300,1759,815,1394,401
Cambodia,Môndól Kiri,30,377,280,1037,1410,1176,679,2600,2984,1548,2216,2929,4064,7906,6104,4358,5371,2564,4696,4901,5136,3044,2425,2392
Cambodia,Otdar Mean Chey,30,1869,2667,8439,1393,7000,3887,2762,6332,14132,5025,10955,9897,7959,8385,6525,2643,3398,4953,5127,4157,1876,1225,737
Cambodia,Pouthisat,30,285,577,1631,1415,2047,799,1474,3500,5996,5821,6803,3789,4908,3648,10528,3428,2392,6542,6739,5068,2822,5690,3448
Cambodia,Preah Vihéar,30,494,1057,1780,1346,1375,1545,1233,1690,2655,5083,5180,10181,8470,6272,11073,6755,6185,8076,8469,9880,7187,7186,7120
Cambodia,Rôtânôkiri,30,971,885,1719,1846,2840,4132,4447,4569,7195,9787,9094,9364,7266,4297,7062,4984,6490,8028,7801,6585,4293,3768,4328
Cambodia,Siemréab,30,955,1324,5091,1848,3964,2778,2768,7809,11996,5848,9023,7952,3482,2390,2719,1327,1542,1926,1441,1602,735,1110,758
Cambodia,Stœng Trêng,30,2238,765,1764,2321,5761,3580,4566,5452,5562,12088,5826,10230,6853,7927,9951,6392,5799,7048,6864,7593,6532,6396,5228
Cambodia,Svay Rieng,30,2,16,3,0,3,49,291,2,44,4,0,0,0,1,8,3,0,0,0,1,0,1,0
Cambodia,Takêv,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0
Cambodia,Tbong Khmum,30,1503,2201,3990,3796,1783,1606,2944,1536,5071,899,423,252,354,129,135,59,18,26,23,47,34,40,43
Cameroon,Adamaoua,30,394,382,485,973,206,1603,136,813,499,88,359,389,187,515,261,1187,275,850,460,1128,465,1353,427
Cameroon,Centre,30,1877,3659,2842,2646,5182,4257,4724,3425,5328,2531,5006,10613,31782,9884,16734,28166,17652,16200,35642,26897,22872,33258,27484
Cameroon,Est,30,3427,2261,2352,3321,2174,6214,1872,8938,3193,1333,7116,11862,10313,11563,16183,26845,8847,15256,25867,26009,17900,31715,20591
Cameroon,Littoral,30,937,544,1506,1414,2208,1884,2493,1972,7654,3281,6083,5947,6874,4129,5138,10402,6827,7412,6292,12090,10070,10915,9423
Cameroon,Nord-Ouest,30,81,107,146,35,115,157,73,89,117,53,42,76,109,56,85,491,269,223,229,284,311,651,344
Cameroon,Ouest,30,164,278,196,205,226,422,268,274,929,178,375,363,564,206,416,556,355,426,379,462,448,758,1099
Cameroon,Sud-Ouest,30,2369,623,203,578,1700,184,1003,706,6458,1214,951,3088,8477,1914,2345,5139,3091,1864,2924,1414,1922,3201,2944
Cameroon,Sud,30,1359,2109,1315,1901,3031,3622,4465,3502,2632,4825,5481,10423,30865,12724,17437,16993,20615,12187,28498,20468,22319,21032,33257
Central African Republic,Bamingui-Bangoran,30,6,0,2,4,2,16,0,6,4,2,6,3,8,0,1,4,4,10,3,6,0,1,3
Central African Republic,Bangui,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Basse-Kotto,30,411,70,39,64,135,135,47,363,127,425,451,420,361,93,619,708,433,642,537,609,411,306,407
Central African Republic,Haut-Mbomou,30,235,115,410,431,321,173,208,447,43,117,386,204,267,132,264,477,139,175,164,319,235,255,285
Central African Republic,Haute-Kotto,30,927,209,285,225,154,1153,584,1467,519,993,520,410,947,296,433,1154,547,554,687,889,702,550,628
Central African Republic,Kémo,30,75,104,119,176,261,320,34,674,440,955,1405,475,1293,634,810,1203,356,794,849,1215,1148,1188,1040
Central African Republic,Lobaye,30,593,101,381,446,640,1102,445,1348,1816,1096,1800,736,1128,808,7650,2081,1350,2481,2081,4211,3091,1794,2270
Central African Republic,Mambéré-Kadéï,30,788,107,80,1301,423,1620,942,549,2388,724,1141,397,562,389,2530,1289,1157,1045,2646,2632,1382,2905,1212
Central African Republic,Mbomou,30,2163,1861,1912,1376,939,2202,1071,2115,1538,2740,1672,1958,1523,1273,2108,4542,1697,2191,2544,4253,2774,3459,2080
Central African Republic,Nana-Grébizi,30,61,10,112,94,147,51,21,277,52,118,372,130,361,106,246,691,86,305,145,501,169,271,89
Central African Republic,Nana-Mambéré,30,361,79,41,267,155,130,89,164,345,297,208,72,126,72,86,205,263,240,239,354,199,330,316
Central African Republic,Ombella-M'Poko,30,237,48,258,112,548,561,50,580,888,705,985,280,533,381,2010,636,460,1316,1536,1307,1261,876,964
Central African Republic,Ouaka,30,182,34,133,188,153,158,25,185,213,454,699,234,520,85,331,307,140,202,318,467,205,277,249
Central African Republic,Ouham-Pendé,30,13,13,0,4,4,0,8,0,4,6,8,4,4,1,1,13,6,7,8,7,3,10,12
Central African Republic,Ouham,30,7,9,10,1,20,38,9,19,13,89,35,9,16,5,21,118,9,20,22,28,26,32,23
Central African Republic,Sangha-Mbaéré,30,938,256,308,771,1774,734,1754,669,2752,773,1084,1139,1279,781,3012,2007,1087,1541,2954,2904,1629,1725,2363
China,Fujian,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
China,Guangxi,30,75,35,188,107,81,114,100,176,79,74,90,139,192,122,307,253,186,159,175,188,250,151,259
China,Hainan,30,340,458,1008,862,646,1234,664,1099,400,771,958,120,88,78,124,124,86,70,82,110,97,112,160
China,Xizang,30,56,40,134,145,255,218,87,58,77,85,43,26,33,20,124,189,77,91,197,294,225,253,336
China,Yunnan,30,1350,1055,2088,1960,3820,5946,3222,5946,4570,4096,6817,5282,4815,3421,3152,1812,1107,1041,683,618,959,1364,1873
Colombia,Amazonas,30,784,634,778,784,780,459,969,730,1422,818,1292,972,1650,1056,2388,1744,1118,1079,4888,1114,1922,1660,2500
Colombia,Antioquia,30,4074,3200,6077,3900,5380,6175,4910,6073,7826,5358,7303,3224,5850,4484,7455,12841,8861,7430,7358,6618,6576,6042,4720
Colombia,Arauca,30,480,343,561,901,251,676,580,776,515,487,671,276,482,613,1733,2959,2278,2018,2816,1850,1026,1265,894
Colombia,Atlántico,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Colombia,Bogotá D.C.,30,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Colombia,Bolívar,30,1290,726,1296,1060,1015,1563,1296,1335,1838,1416,2036,1120,1780,2019,2846,4002,2337,2254,3125,2380,2021,1953,1218
Colombia,Boyacá,30,468,429,615,440,331,369,337,226,309,243,328,36,71,72,183,423,189,196,143,148,82,142,147
Colombia,Caldas,30,54,22,85,38,73,31,33,50,18,54,49,39,51,24,63,62,28,98,33,64,22,30,10
Colombia,Caquetá,30,15329,5226,14251,15575,8194,27259,32604,15240,13778,20117,17543,21642,27420,14939,25332,45127,51775,20896,41509,32403,31038,11282,26877
Colombia,Casanare,30,210,298,450,260,462,442,534,497,440,395,381,75,210,195,372,489,224,432,510,336,254,365,230
Colombia,Cauca,30,583,673,1728,1341,1321,1727,2184,1808,1139,981,1503,704,633,594,1487,1768,799,1508,2026,1774,1575,696,464
Colombia,Cesar,30,24,224,82,68,41,129,57,38,50,55,72,12,35,29,56,418,68,74,29,47,53,72,41
Colombia,Chocó,30,520,256,946,650,774,831,1052,1456,1799,1363,1598,633,1168,502,7871,3540,1059,2999,1850,1299,1829,2466,895
Colombia,Córdoba,30,193,278,538,371,579,499,484,663,901,634,591,287,453,395,514,970,591,535,723,669,1207,873,464
Colombia,Cundinamarca,30,57,53,59,75,94,68,118,103,99,65,133,13,26,14,46,29,52,26,23,58,18,36,26
Colombia,Guainía,30,526,745,1452,1004,593,1419,1056,748,1182,673,970,1205,1114,887,2596,1489,2151,7104,2043,1239,2031,1695,1630
Colombia,Guaviare,30,8217,3965,11726,4209,10575,7774,10386,10391,12940,13307,10266,6494,8005,6108,11369,29766,36642,23396,29058,24305,24790,13007,16988
Colombia,Huila,30,267,88,180,268,192,337,371,332,330,284,401,116,137,29,311,443,241,148,146,108,186,129,222
Colombia,La Guajira,30,61,202,85,133,95,129,105,133,171,103,130,23,56,97,607,458,145,205,179,95,61,74,77
Colombia,Magdalena,30,103,257,152,179,212,177,175,192,187,168,228,97,300,431,721,1893,287,357,382,180,291,202,215
Colombia,Meta,30,12654,4944,18513,12358,13280,28294,11801,10635,9638,14660,9060,7800,13343,6576,15744,29056,42556,23025,42066,30908,30837,10423,27352
Colombia,Nariño,30,1953,1122,4807,1056,2567,1547,1067,1658,1162,516,1592,548,640,750,1356,1954,477,918,1787,1957,1204,873,328
Colombia,Norte de Santander,30,617,554,1003,738,452,997,722,902,1332,921,1263,655,1638,977,8628,2077,1551,1757,2120,2615,1482,628,469
Colombia,Putumayo,30,6330,2127,6173,6617,2506,7591,5633,5093,4719,5805,6901,7451,9444,5830,11246,11974,14762,9848,14688,11741,14407,6406,6821
Colombia,Quindío,30,7,5,39,22,13,14,22,93,72,51,55,14,37,2,1,16,4,2,1,1,2,7,9
Colombia,Risaralda,30,38,22,53,66,55,49,28,88,54,108,117,34,26,6,37,181,46,43,69,63,67,70,28
Colombia,San Andrés y Providencia,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,20,4,2,0
Colombia,Santander,30,1559,1610,2409,1939,2073,2392,1435,2278,1811,1155,1164,493,677,507,672,1592,1156,848,1033,959,596,725,648
Colombia,Sucre,30,0,0,0,0,0,0,0,1,0,0,0,0,6,7,193,85,67,0,1,8,0,4,0
Colombia,Tolima,30,267,109,182,198,142,259,180,270,265,217,261,85,112,43,121,450,103,131,100,89,43,107,110
Colombia,Valle del Cauca,30,236,113,323,396,524,300,610,735,747,355,510,202,201,65,210,315,80,108,343,112,84,109,72
Colombia,Vaupés,30,1216,881,2044,903,640,1275,1793,958,2068,768,1322,1786,2043,792,1876,2113,1638,1780,2880,1700,1749,2430,2158
Colombia,Vichada,30,5148,2938,5109,3339,2802,2761,3028,2255,1903,1478,1809,1643,2404,1580,2506,3654,5602,5906,4511,3695,2963,2333,2588
Costa Rica,Alajuela,30,65,58,69,70,81,105,118,217,257,150,39,44,55,18,321,3040,314,257,77,171,164,171,192
Costa Rica,Cartago,30,48,69,29,60,34,93,224,243,84,69,40,15,37,8,67,126,101,64,70,62,133,86,58
Costa Rica,Guanacaste,30,59,52,39,90,26,54,74,145,136,86,15,32,38,5,265,136,117,39,15,58,29,17,57
Costa Rica,Heredia,30,73,41,21,63,66,36,74,157,119,75,53,60,120,20,125,320,94,70,87,83,126,263,171
Costa Rica,Limón,30,277,198,316,269,229,369,469,545,364,377,280,489,569,87,683,3371,587,569,800,515,525,537,668
Costa Rica,Puntarenas,30,164,114,71,237,172,145,276,459,103,155,235,98,108,60,84,457,272,356,152,125,127,222,175
Costa Rica,San José,30,63,55,55,77,104,40,76,229,40,79,93,19,25,19,40,213,220,74,74,41,48,74,38
Côte d'Ivoire,Abidjan,30,45,6,33,81,43,16,103,190,59,115,10,8,18,1,1,2,9,6,7,9,11,11,14
Côte d'Ivoire,Bas-Sassandra,30,12284,13019,9886,3450,10227,11871,5179,7778,7236,6878,5088,5072,8251,2405,2816,5798,5899,2878,2127,1916,1814,1777,2064
Côte d'Ivoire,Comoé,30,446,560,101,373,527,229,560,587,648,488,859,1058,2273,1931,1234,1648,2113,1196,1838,932,1819,1025,726
Côte d'Ivoire,Gôh-Djiboua,30,984,197,75,18,220,119,569,388,169,551,121,635,618,107,161,231,280,220,101,84,68,106,68
Côte d'Ivoire,Lagunes,30,690,550,79,104,358,104,300,516,454,376,345,949,1705,1150,972,2368,3804,2170,2401,1416,1646,2055,2465
Côte d'Ivoire,Montagnes,30,7056,1366,730,444,4298,4630,5263,5200,8458,13261,11266,5507,16448,6629,8519,7482,12348,4649,6217,1985,2902,1528,2093
Côte d'Ivoire,Sassandra-Marahoué,30,2680,871,322,1538,1097,345,556,20,348,8087,5408,5640,6820,3363,3196,2863,1211,520,261,263,317,358,191
Côte d'Ivoire,Woroba,30,0,2,0,0,0,7,19,1,1,0,7,2,10,6,10,27,5,7,5,7,5,2,1
Cuba,Camagüey,30,64,11,83,330,97,27,109,46,25,91,19,15,8,17,20,7201,631,38,27,56,7,29,38
Cuba,Ciego de Ávila,30,14,14,30,14,9,3,11,10,4,15,16,6,9,1,171,6595,446,8,1,0,1,1,45
