country,threshold,driver,year,tc_loss_ha
Algeria,30,Shifting cultivation,2014,3.0
Algeria,30,Shifting cultivation,2015,0.0
Algeria,30,Shifting cultivation,2016,0.0
Algeria,30,Shifting cultivation,2017,5.0
Algeria,30,Shifting cultivation,2018,2.0
Algeria,30,Shifting cultivation,2019,0.0
Algeria,30,Shifting cultivation,2023,5.0
Algeria,30,Shifting cultivation,2024,6.0
Algeria,30,Wildfire,2001,2955.0
Algeria,30,Wildfire,2002,2046.0
Algeria,30,Wildfire,2003,3021.0
Algeria,30,Wildfire,2004,3169.0
Algeria,30,Wildfire,2005,3591.0
Algeria,30,Wildfire,2006,4441.0
Algeria,30,Wildfire,2007,4457.0
Algeria,30,Wildfire,2008,6965.0
Algeria,30,Wildfire,2009,8978.0
Algeria,30,Wildfire,2010,1949.0
Algeria,30,Wildfire,2011,6935.0
Algeria,30,Wildfire,2012,9583.0
Algeria,30,Wildfire,2013,5829.0
Algeria,30,Wildfire,2014,8287.0
Algeria,30,Wildfire,2015,4651.0
Algeria,30,Wildfire,2016,6887.0
Algeria,30,Wildfire,2017,44371.0
Algeria,30,Wildfire,2018,4655.0
Algeria,30,Wildfire,2019,5292.0
Algeria,30,Wildfire,2020,12159.0
Algeria,30,Wildfire,2021,19626.0
Algeria,30,Wildfire,2022,12729.0
Algeria,30,Wildfire,2023,21341.0
Algeria,30,Wildfire,2024,3616.0
Ecuador,30,Hard commodities,2001,89.0
Ecuador,30,Hard commodities,2002,65.0
Ecuador,30,Hard commodities,2003,71.0
Ecuador,30,Hard commodities,2004,174.0
Ecuador,30,Hard commodities,2005,117.0
Ecuador,30,Hard commodities,2006,164.0
Ecuador,30,Hard commodities,2007,163.0
Ecuador,30,Hard commodities,2008,147.0
Ecuador,30,Hard commodities,2009,237.0
Ecuador,30,Hard commodities,2010,188.0
Ecuador,30,Hard commodities,2011,157.0
Ecuador,30,Hard commodities,2012,301.0
Ecuador,30,Hard commodities,2013,277.0
Ecuador,30,Hard commodities,2014,276.0
Ecuador,30,Hard commodities,2015,234.0
Ecuador,30,Hard commodities,2016,293.0
Ecuador,30,Hard commodities,2017,788.0
Ecuador,30,Hard commodities,2018,577.0
Ecuador,30,Hard commodities,2019,554.0
Ecuador,30,Hard commodities,2020,503.0
Ecuador,30,Hard commodities,2021,358.0
Ecuador,30,Hard commodities,2022,758.0
Ecuador,30,Hard commodities,2023,948.0
Ecuador,30,Hard commodities,2024,1296.0
Ecuador,30,Logging,2001,1156.0
Ecuador,30,Logging,2002,523.0
Ecuador,30,Logging,2003,343.0
Ecuador,30,Logging,2004,889.0
Ecuador,30,Logging,2005,978.0
Ecuador,30,Logging,2006,885.0
Ecuador,30,Logging,2007,661.0
Ecuador,30,Logging,2008,437.0
Ecuador,30,Logging,2009,647.0
Ecuador,30,Logging,2010,519.0
Ecuador,30,Logging,2011,593.0
Ecuador,30,Logging,2012,941.0
Ecuador,30,Logging,2013,1122.0
Ecuador,30,Logging,2014,788.0
Ecuador,30,Logging,2015,933.0
Ecuador,30,Logging,2016,2350.0
Ecuador,30,Logging,2017,1468.0
Ecuador,30,Logging,2018,1704.0
Ecuador,30,Logging,2019,1009.0
Ecuador,30,Logging,2020,1589.0
Ecuador,30,Logging,2021,1063.0
Ecuador,30,Logging,2022,1645.0
Ecuador,30,Logging,2023,1060.0
Ecuador,30,Logging,2024,1843.0
Ecuador,30,Other natural disturbances,2001,1243.0
Ecuador,30,Other natural disturbances,2002,1025.0
Ecuador,30,Other natural disturbances,2003,536.0
Ecuador,30,Other natural disturbances,2004,1105.0
Ecuador,30,Other natural disturbances,2005,991.0
Ecuador,30,Other natural disturbances,2006,1068.0
Ecuador,30,Other natural disturbances,2007,1234.0
Ecuador,30,Other natural disturbances,2008,890.0
Ecuador,30,Other natural disturbances,2009,1183.0
Ecuador,30,Other natural disturbances,2010,844.0
Ecuador,30,Other natural disturbances,2011,785.0
Ecuador,30,Other natural disturbances,2012,1551.0
Ecuador,30,Other natural disturbances,2013,812.0
Ecuador,30,Other natural disturbances,2014,743.0
Ecuador,30,Other natural disturbances,2015,932.0
Ecuador,30,Other natural disturbances,2016,2114.0
Ecuador,30,Other natural disturbances,2017,2145.0
Ecuador,30,Other natural disturbances,2018,1318.0
Ecuador,30,Other natural disturbances,2019,1017.0
Ecuador,30,Other natural disturbances,2020,1776.0
Ecuador,30,Other natural disturbances,2021,1402.0
Ecuador,30,Other natural disturbances,2022,2088.0
Ecuador,30,Other natural disturbances,2023,987.0
Ecuador,30,Other natural disturbances,2024,1735.0
Ecuador,30,Permanent agriculture,2001,38271.0
Ecuador,30,Permanent agriculture,2002,22875.0
Ecuador,30,Permanent agriculture,2003,10302.0
Ecuador,30,Permanent agriculture,2004,31474.0
Ecuador,30,Permanent agriculture,2005,34776.0
Ecuador,30,Permanent agriculture,2006,29396.0
Ecuador,30,Permanent agriculture,2007,54037.0
Ecuador,30,Permanent agriculture,2008,45054.0
Ecuador,30,Permanent agriculture,2009,50385.0
Ecuador,30,Permanent agriculture,2010,28033.0
Ecuador,30,Permanent agriculture,2011,36103.0
Ecuador,30,Permanent agriculture,2012,62315.0
Ecuador,30,Permanent agriculture,2013,37118.0
Ecuador,30,Permanent agriculture,2014,24447.0
Ecuador,30,Permanent agriculture,2015,21523.0
Ecuador,30,Permanent agriculture,2016,30445.0
Ecuador,30,Permanent agriculture,2017,50761.0
Ecuador,30,Permanent agriculture,2018,25022.0
Ecuador,30,Permanent agriculture,2019,24944.0
Ecuador,30,Permanent agriculture,2020,31847.0
Ecuador,30,Permanent agriculture,2021,19985.0
Ecuador,30,Permanent agriculture,2022,33365.0
Ecuador,30,Permanent agriculture,2023,30427.0
Ecuador,30,Permanent agriculture,2024,42043.0
Ecuador,30,Settlements & Infrastructure,2001,306.0
Ecuador,30,Settlements & Infrastructure,2002,263.0
Ecuador,30,Settlements & Infrastructure,2003,211.0
Ecuador,30,Settlements & Infrastructure,2004,527.0
Ecuador,30,Settlements & Infrastructure,2005,387.0
Ecuador,30,Settlements & Infrastructure,2006,464.0
Ecuador,30,Settlements & Infrastructure,2007,491.0
Ecuador,30,Settlements & Infrastructure,2008,498.0
Ecuador,30,Settlements & Infrastructure,2009,484.0
Ecuador,30,Settlements & Infrastructure,2010,348.0
Ecuador,30,Settlements & Infrastructure,2011,361.0
Ecuador,30,Settlements & Infrastructure,2012,660.0
Ecuador,30,Settlements & Infrastructure,2013,360.0
Ecuador,30,Settlements & Infrastructure,2014,214.0
Ecuador,30,Settlements & Infrastructure,2015,165.0
Ecuador,30,Settlements & Infrastructure,2016,189.0
Ecuador,30,Settlements & Infrastructure,2017,273.0
Ecuador,30,Settlements & Infrastructure,2018,141.0
Ecuador,30,Settlements & Infrastructure,2019,134.0
Ecuador,30,Settlements & Infrastructure,2020,172.0
Ecuador,30,Settlements & Infrastructure,2021,113.0
Ecuador,30,Settlements & Infrastructure,2022,234.0
Ecuador,30,Settlements & Infrastructure,2023,201.0
Ecuador,30,Settlements & Infrastructure,2024,265.0
Ecuador,30,Shifting cultivation,2001,3224.0
Ecuador,30,Shifting cultivation,2002,4734.0
Ecuador,30,Shifting cultivation,2003,2140.0
Ecuador,30,Shifting cultivation,2004,2573.0
Ecuador,30,Shifting cultivation,2005,2717.0
Ecuador,30,Shifting cultivation,2006,3114.0
Ecuador,30,Shifting cultivation,2007,3427.0
Ecuador,30,Shifting cultivation,2008,4550.0
Ecuador,30,Shifting cultivation,2009,4195.0
Ecuador,30,Shifting cultivation,2010,3433.0
Ecuador,30,Shifting cultivation,2011,5235.0
Ecuador,30,Shifting cultivation,2012,6778.0
Ecuador,30,Shifting cultivation,2013,7980.0
Ecuador,30,Shifting cultivation,2014,3973.0
Ecuador,30,Shifting cultivation,2015,6074.0
Ecuador,30,Shifting cultivation,2016,8263.0
Ecuador,30,Shifting cultivation,2017,15457.0
Ecuador,30,Shifting cultivation,2018,9807.0
Ecuador,30,Shifting cultivation,2019,7807.0
Ecuador,30,Shifting cultivation,2020,12636.0
Ecuador,30,Shifting cultivation,2021,7244.0
Ecuador,30,Shifting cultivation,2022,14272.0
Ecuador,30,Shifting cultivation,2023,8340.0
Ecuador,30,Shifting cultivation,2024,13343.0
Ecuador,30,Wildfire,2001,69.0
Ecuador,30,Wildfire,2002,33.0
Ecuador,30,Wildfire,2003,60.0
Ecuador,30,Wildfire,2004,43.0
Ecuador,30,Wildfire,2005,98.0
Ecuador,30,Wildfire,2006,133.0
Ecuador,30,Wildfire,2007,109.0
Ecuador,30,Wildfire,2008,47.0
Ecuador,30,Wildfire,2009,63.0
Ecuador,30,Wildfire,2010,63.0
Ecuador,30,Wildfire,2011,57.0
Ecuador,30,Wildfire,2012,689.0
Ecuador,30,Wildfire,2013,197.0
Ecuador,30,Wildfire,2014,57.0
Ecuador,30,Wildfire,2015,85.0
Ecuador,30,Wildfire,2016,152.0
Ecuador,30,Wildfire,2017,67.0
Ecuador,30,Wildfire,2018,61.0
Ecuador,30,Wildfire,2019,147.0
Ecuador,30,Wildfire,2020,279.0
Ecuador,30,Wildfire,2021,53.0
Ecuador,30,Wildfire,2022,86.0
Ecuador,30,Wildfire,2023,981.0
Ecuador,30,Wildfire,2024,1415.0
Egypt,30,Hard commodities,2001,0.0
Egypt,30,Hard commodities,2002,0.0
Egypt,30,Hard commodities,2003,0.0
Egypt,30,Hard commodities,2005,0.0
Egypt,30,Hard commodities,2006,0.0
Egypt,30,Hard commodities,2007,0.0
Egypt,30,Hard commodities,2008,0.0
Egypt,30,Hard commodities,2009,0.0
Egypt,30,Hard commodities,2011,0.0
Egypt,30,Hard commodities,2012,0.0
Egypt,30,Hard commodities,2013,0.0
Egypt,30,Hard commodities,2014,0.0
Egypt,30,Hard commodities,2018,0.0
Egypt,30,Hard commodities,2023,0.0
Egypt,30,Logging,2010,0.0
Egypt,30,Logging,2023,0.0
Egypt,30,Other natural disturbances,2001,8.0
Egypt,30,Other natural disturbances,2002,3.0
Egypt,30,Other natural disturbances,2003,14.0
Egypt,30,Other natural disturbances,2004,3.0
Egypt,30,Other natural disturbances,2005,9.0
Egypt,30,Other natural disturbances,2006,6.0
Egypt,30,Other natural disturbances,2007,17.0
Egypt,30,Other natural disturbances,2008,30.0
Egypt,30,Other natural disturbances,2009,5.0
Egypt,30,Other natural disturbances,2010,1.0
Egypt,30,Other natural disturbances,2011,25.0
Egypt,30,Other natural disturbances,2012,61.0
Egypt,30,Other natural disturbances,2013,0.0
Egypt,30,Other natural disturbances,2014,4.0
Egypt,30,Other natural disturbances,2018,3.0
Egypt,30,Other natural disturbances,2019,0.0
Egypt,30,Other natural disturbances,2021,2.0
Egypt,30,Other natural disturbances,2023,2.0
Egypt,30,Other natural disturbances,2024,6.0
Egypt,30,Permanent agriculture,2001,49.0
Egypt,30,Permanent agriculture,2002,13.0
Egypt,30,Permanent agriculture,2003,16.0
Egypt,30,Permanent agriculture,2004,34.0
Egypt,30,Permanent agriculture,2005,15.0
Egypt,30,Permanent agriculture,2006,15.0
Egypt,30,Permanent agriculture,2007,27.0
Egypt,30,Permanent agriculture,2008,26.0
Egypt,30,Permanent agriculture,2009,30.0
Egypt,30,Permanent agriculture,2010,62.0
Egypt,30,Permanent agriculture,2011,44.0
Egypt,30,Permanent agriculture,2012,201.0
Egypt,30,Permanent agriculture,2013,53.0
Egypt,30,Permanent agriculture,2014,81.0
Egypt,30,Permanent agriculture,2015,27.0
Egypt,30,Permanent agriculture,2016,33.0
Egypt,30,Permanent agriculture,2017,45.0
Egypt,30,Permanent agriculture,2018,48.0
Egypt,30,Permanent agriculture,2019,13.0
Egypt,30,Permanent agriculture,2020,13.0
Egypt,30,Permanent agriculture,2021,11.0
Egypt,30,Permanent agriculture,2022,5.0
Egypt,30,Permanent agriculture,2023,26.0
Egypt,30,Permanent agriculture,2024,19.0
Egypt,30,Settlements & Infrastructure,2001,12.0
Egypt,30,Settlements & Infrastructure,2002,5.0
Egypt,30,Settlements & Infrastructure,2003,6.0
Egypt,30,Settlements & Infrastructure,2004,12.0
Egypt,30,Settlements & Infrastructure,2005,5.0
Egypt,30,Settlements & Infrastructure,2006,5.0
Egypt,30,Settlements & Infrastructure,2007,9.0
Egypt,30,Settlements & Infrastructure,2008,5.0
Egypt,30,Settlements & Infrastructure,2009,4.0
Egypt,30,Settlements & Infrastructure,2010,3.0
Egypt,30,Settlements & Infrastructure,2011,9.0
Egypt,30,Settlements & Infrastructure,2012,14.0
Egypt,30,Settlements & Infrastructure,2013,7.0
Egypt,30,Settlements & Infrastructure,2014,7.0
Egypt,30,Settlements & Infrastructure,2015,3.0
Egypt,30,Settlements & Infrastructure,2016,1.0
Egypt,30,Settlements & Infrastructure,2017,10.0
Egypt,30,Settlements & Infrastructure,2018,8.0
Egypt,30,Settlements & Infrastructure,2019,5.0
Egypt,30,Settlements & Infrastructure,2020,3.0
Egypt,30,Settlements & Infrastructure,2021,1.0
Egypt,30,Settlements & Infrastructure,2022,5.0
Egypt,30,Settlements & Infrastructure,2023,4.0
Egypt,30,Settlements & Infrastructure,2024,4.0
Eritrea,30,Other natural disturbances,2002,0.0
Eritrea,30,Other natural disturbances,2012,0.0
Eritrea,30,Permanent agriculture,2001,1.0
Eritrea,30,Permanent agriculture,2012,0.0
Eritrea,30,Permanent agriculture,2014,0.0
Eritrea,30,Permanent agriculture,2017,0.0
Eritrea,30,Permanent agriculture,2021,0.0
Eritrea,30,Permanent agriculture,2022,0.0
Eritrea,30,Permanent agriculture,2023,0.0
Eritrea,30,Permanent agriculture,2024,0.0
Spain,30,Hard commodities,2001,122.0
Spain,30,Hard commodities,2002,207.0
Spain,30,Hard commodities,2003,93.0
Spain,30,Hard commodities,2004,398.0
Spain,30,Hard commodities,2005,279.0
Spain,30,Hard commodities,2006,267.0
Spain,30,Hard commodities,2007,380.0
Spain,30,Hard commodities,2008,471.0
Spain,30,Hard commodities,2009,291.0
Spain,30,Hard commodities,2010,284.0
Spain,30,Hard commodities,2011,112.0
Spain,30,Hard commodities,2012,116.0
Spain,30,Hard commodities,2013,114.0
Spain,30,Hard commodities,2014,138.0
Spain,30,Hard commodities,2015,126.0
Spain,30,Hard commodities,2016,183.0
Spain,30,Hard commodities,2017,151.0
Spain,30,Hard commodities,2018,204.0
Spain,30,Hard commodities,2019,129.0
Spain,30,Hard commodities,2020,250.0
Spain,30,Hard commodities,2021,110.0
Spain,30,Hard commodities,2022,228.0
Spain,30,Hard commodities,2023,113.0
Spain,30,Hard commodities,2024,151.0
Spain,30,Logging,2001,21101.0
Spain,30,Logging,2002,24715.0
Spain,30,Logging,2003,15722.0
Spain,30,Logging,2004,37472.0
Spain,30,Logging,2005,23871.0
Spain,30,Logging,2006,45076.0
Spain,30,Logging,2007,44186.0
Spain,30,Logging,2008,33105.0
Spain,30,Logging,2009,45864.0
Spain,30,Logging,2010,40030.0
Spain,30,Logging,2011,28223.0
Spain,30,Logging,2012,37528.0
Spain,30,Logging,2013,46572.0
Spain,30,Logging,2014,57065.0
Spain,30,Logging,2015,48829.0
Spain,30,Logging,2016,76622.0
Spain,30,Logging,2017,53852.0
Spain,30,Logging,2018,82565.0
Spain,30,Logging,2019,56913.0
Spain,30,Logging,2020,78070.0
Spain,30,Logging,2021,60069.0
Spain,30,Logging,2022,52327.0
Spain,30,Logging,2023,51051.0
Spain,30,Logging,2024,60994.0
Spain,30,Other natural disturbances,2001,60.0
Spain,30,Other natural disturbances,2002,83.0
Spain,30,Other natural disturbances,2003,52.0
Spain,30,Other natural disturbances,2004,151.0
Spain,30,Other natural disturbances,2005,79.0
Spain,30,Other natural disturbances,2006,80.0
Spain,30,Other natural disturbances,2007,97.0
Spain,30,Other natural disturbances,2008,87.0
Spain,30,Other natural disturbances,2009,107.0
Spain,30,Other natural disturbances,2010,130.0
Spain,30,Other natural disturbances,2011,70.0
Spain,30,Other natural disturbances,2012,83.0
Spain,30,Other natural disturbances,2013,141.0
Spain,30,Other natural disturbances,2014,87.0
Spain,30,Other natural disturbances,2015,102.0
Spain,30,Other natural disturbances,2016,166.0
Spain,30,Other natural disturbances,2017,146.0
Spain,30,Other natural disturbances,2018,395.0
Spain,30,Other natural disturbances,2019,152.0
Spain,30,Other natural disturbances,2020,394.0
Spain,30,Other natural disturbances,2021,127.0
Spain,30,Other natural disturbances,2022,75.0
Spain,30,Other natural disturbances,2023,20.0
Spain,30,Other natural disturbances,2024,164.0
Spain,30,Permanent agriculture,2001,2445.0
Spain,30,Permanent agriculture,2002,3190.0
Spain,30,Permanent agriculture,2003,1880.0
Spain,30,Permanent agriculture,2004,4681.0
Spain,30,Permanent agriculture,2005,3065.0
Spain,30,Permanent agriculture,2006,3873.0
Spain,30,Permanent agriculture,2007,3303.0
Spain,30,Permanent agriculture,2008,2505.0
Spain,30,Permanent agriculture,2009,4010.0
Spain,30,Permanent agriculture,2010,2768.0
Spain,30,Permanent agriculture,2011,1924.0
Spain,30,Permanent agriculture,2012,2182.0
Spain,30,Permanent agriculture,2013,2053.0
Spain,30,Permanent agriculture,2014,2138.0
Spain,30,Permanent agriculture,2015,1791.0
Spain,30,Permanent agriculture,2016,3005.0
Spain,30,Permanent agriculture,2017,2238.0
Spain,30,Permanent agriculture,2018,2619.0
Spain,30,Permanent agriculture,2019,1503.0
Spain,30,Permanent agriculture,2020,2267.0
Spain,30,Permanent agriculture,2021,1414.0
Spain,30,Permanent agriculture,2022,1557.0
Spain,30,Permanent agriculture,2023,1072.0
Spain,30,Permanent agriculture,2024,1380.0
Spain,30,Settlements & Infrastructure,2001,639.0
Spain,30,Settlements & Infrastructure,2002,770.0
Spain,30,Settlements & Infrastructure,2003,565.0
Spain,30,Settlements & Infrastructure,2004,1339.0
Spain,30,Settlements & Infrastructure,2005,889.0
Spain,30,Settlements & Infrastructure,2006,1275.0
Spain,30,Settlements & Infrastructure,2007,1505.0
Spain,30,Settlements & Infrastructure,2008,1112.0
Spain,30,Settlements & Infrastructure,2009,1073.0
Spain,30,Settlements & Infrastructure,2010,1336.0
Spain,30,Settlements & Infrastructure,2011,601.0
Spain,30,Settlements & Infrastructure,2012,577.0
Spain,30,Settlements & Infrastructure,2013,451.0
Spain,30,Settlements & Infrastructure,2014,636.0
Spain,30,Settlements & Infrastructure,2015,494.0
Spain,30,Settlements & Infrastructure,2016,770.0
Spain,30,Settlements & Infrastructure,2017,566.0
Spain,30,Settlements & Infrastructure,2018,815.0
Spain,30,Settlements & Infrastructure,2019,637.0
Spain,30,Settlements & Infrastructure,2020,889.0
Spain,30,Settlements & Infrastructure,2021,700.0
Spain,30,Settlements & Infrastructure,2022,657.0
Spain,30,Settlements & Infrastructure,2023,521.0
Spain,30,Settlements & Infrastructure,2024,644.0
Spain,30,Wildfire,2001,7952.0
Spain,30,Wildfire,2002,8192.0
Spain,30,Wildfire,2003,4593.0
Spain,30,Wildfire,2004,22567.0
Spain,30,Wildfire,2005,20339.0
Spain,30,Wildfire,2006,21569.0
Spain,30,Wildfire,2007,10202.0
Spain,30,Wildfire,2008,6660.0
Spain,30,Wildfire,2009,15606.0
Spain,30,Wildfire,2010,10931.0
Spain,30,Wildfire,2011,8128.0
Spain,30,Wildfire,2012,39479.0
Spain,30,Wildfire,2013,14152.0
Spain,30,Wildfire,2014,13840.0
Spain,30,Wildfire,2015,13888.0
Spain,30,Wildfire,2016,26542.0
Spain,30,Wildfire,2017,41241.0
Spain,30,Wildfire,2018,32787.0
Spain,30,Wildfire,2019,11520.0
Spain,30,Wildfire,2020,19849.0
Spain,30,Wildfire,2021,23159.0
Spain,30,Wildfire,2022,82819.0
Spain,30,Wildfire,2023,33048.0
Spain,30,Wildfire,2024,14604.0
Estonia,30,Hard commodities,2001,57.0
Estonia,30,Hard commodities,2002,73.0
Estonia,30,Hard commodities,2003,39.0
Estonia,30,Hard commodities,2004,78.0
Estonia,30,Hard commodities,2005,164.0
Estonia,30,Hard commodities,2006,274.0
Estonia,30,Hard commodities,2007,292.0
Estonia,30,Hard commodities,2008,209.0
Estonia,30,Hard commodities,2009,220.0
Estonia,30,Hard commodities,2010,251.0
Estonia,30,Hard commodities,2011,385.0
Estonia,30,Hard commodities,2012,218.0
Estonia,30,Hard commodities,2013,114.0
Estonia,30,Hard commodities,2014,213.0
Estonia,30,Hard commodities,2015,129.0
Estonia,30,Hard commodities,2016,242.0
Estonia,30,Hard commodities,2017,271.0
Estonia,30,Hard commodities,2018,473.0
Estonia,30,Hard commodities,2019,252.0
Estonia,30,Hard commodities,2020,335.0
Estonia,30,Hard commodities,2021,217.0
Estonia,30,Hard commodities,2022,135.0
Estonia,30,Hard commodities,2023,190.0
Estonia,30,Hard commodities,2024,187.0
Estonia,30,Logging,2001,16537.0
Estonia,30,Logging,2002,21573.0
Estonia,30,Logging,2003,5574.0
Estonia,30,Logging,2004,17771.0
Estonia,30,Logging,2005,14457.0
Estonia,30,Logging,2006,20719.0
Estonia,30,Logging,2007,15488.0
Estonia,30,Logging,2008,17869.0
Estonia,30,Logging,2009,18220.0
Estonia,30,Logging,2010,20975.0
Estonia,30,Logging,2011,26594.0
Estonia,30,Logging,2012,17306.0
Estonia,30,Logging,2013,16818.0
Estonia,30,Logging,2014,23087.0
Estonia,30,Logging,2015,25066.0
Estonia,30,Logging,2016,35721.0
Estonia,30,Logging,2017,38268.0
Estonia,30,Logging,2018,39216.0
Estonia,30,Logging,2019,45343.0
Estonia,30,Logging,2020,36123.0
Estonia,30,Logging,2021,33525.0
Estonia,30,Logging,2022,38825.0
Estonia,30,Logging,2023,35686.0
Estonia,30,Logging,2024,34526.0
Estonia,30,Other natural disturbances,2001,42.0
Estonia,30,Other natural disturbances,2002,12.0
Estonia,30,Other natural disturbances,2003,2.0
Estonia,30,Other natural disturbances,2004,13.0
Estonia,30,Other natural disturbances,2005,6.0
Estonia,30,Other natural disturbances,2006,31.0
Estonia,30,Other natural disturbances,2007,4.0
Estonia,30,Other natural disturbances,2008,5.0
Estonia,30,Other natural disturbances,2009,33.0
Estonia,30,Other natural disturbances,2010,10.0
Estonia,30,Other natural disturbances,2011,3.0
Estonia,30,Other natural disturbances,2012,5.0
Estonia,30,Other natural disturbances,2013,4.0
Estonia,30,Other natural disturbances,2014,1.0
Estonia,30,Other natural disturbances,2015,0.0
Estonia,30,Other natural disturbances,2016,3.0
Estonia,30,Other natural disturbances,2017,5.0
Estonia,30,Other natural disturbances,2018,10.0
Estonia,30,Other natural disturbances,2019,3.0
Estonia,30,Other natural disturbances,2020,10.0
Estonia,30,Other natural disturbances,2021,25.0
Estonia,30,Other natural disturbances,2022,31.0
Estonia,30,Other natural disturbances,2023,19.0
Estonia,30,Other natural disturbances,2024,6.0
Estonia,30,Permanent agriculture,2001,116.0
Estonia,30,Permanent agriculture,2002,54.0
Estonia,30,Permanent agriculture,2003,10.0
Estonia,30,Permanent agriculture,2004,108.0
Estonia,30,Permanent agriculture,2005,46.0
Estonia,30,Permanent agriculture,2006,173.0
Estonia,30,Permanent agriculture,2007,68.0
Estonia,30,Permanent agriculture,2008,25.0
Estonia,30,Permanent agriculture,2009,146.0
Estonia,30,Permanent agriculture,2010,136.0
Estonia,30,Permanent agriculture,2011,81.0
Estonia,30,Permanent agriculture,2012,40.0
Estonia,30,Permanent agriculture,2013,69.0
Estonia,30,Permanent agriculture,2014,142.0
Estonia,30,Permanent agriculture,2015,93.0
Estonia,30,Permanent agriculture,2016,228.0
Estonia,30,Permanent agriculture,2017,121.0
Estonia,30,Permanent agriculture,2018,161.0
Estonia,30,Permanent agriculture,2019,54.0
Estonia,30,Permanent agriculture,2020,97.0
Estonia,30,Permanent agriculture,2021,60.0
Estonia,30,Permanent agriculture,2022,49.0
Estonia,30,Permanent agriculture,2023,62.0
Estonia,30,Permanent agriculture,2024,48.0
Estonia,30,Settlements & Infrastructure,2001,55.0
Estonia,30,Settlements & Infrastructure,2002,52.0
Estonia,30,Settlements & Infrastructure,2003,3.0
Estonia,30,Settlements & Infrastructure,2004,109.0
Estonia,30,Settlements & Infrastructure,2005,116.0
Estonia,30,Settlements & Infrastructure,2006,179.0
Estonia,30,Settlements & Infrastructure,2007,119.0
Estonia,30,Settlements & Infrastructure,2008,57.0
Estonia,30,Settlements & Infrastructure,2009,75.0
Estonia,30,Settlements & Infrastructure,2010,92.0
Estonia,30,Settlements & Infrastructure,2011,101.0
Estonia,30,Settlements & Infrastructure,2012,81.0
Estonia,30,Settlements & Infrastructure,2013,37.0
Estonia,30,Settlements & Infrastructure,2014,77.0
Estonia,30,Settlements & Infrastructure,2015,106.0
Estonia,30,Settlements & Infrastructure,2016,109.0
Estonia,30,Settlements & Infrastructure,2017,154.0
Estonia,30,Settlements & Infrastructure,2018,142.0
Estonia,30,Settlements & Infrastructure,2019,194.0
Estonia,30,Settlements & Infrastructure,2020,126.0
Estonia,30,Settlements & Infrastructure,2021,140.0
Estonia,30,Settlements & Infrastructure,2022,136.0
Estonia,30,Settlements & Infrastructure,2023,115.0
Estonia,30,Settlements & Infrastructure,2024,112.0
Estonia,30,Wildfire,2001,18.0
Estonia,30,Wildfire,2002,119.0
Estonia,30,Wildfire,2004,6.0
Estonia,30,Wildfire,2005,1.0
Estonia,30,Wildfire,2006,298.0
Estonia,30,Wildfire,2007,194.0
Estonia,30,Wildfire,2008,109.0
Estonia,30,Wildfire,2009,90.0
Estonia,30,Wildfire,2010,3.0
Estonia,30,Wildfire,2011,1.0
Estonia,30,Wildfire,2012,2.0
Estonia,30,Wildfire,2013,17.0
Estonia,30,Wildfire,2014,25.0
Estonia,30,Wildfire,2015,9.0
Estonia,30,Wildfire,2016,6.0
Estonia,30,Wildfire,2017,4.0
Estonia,30,Wildfire,2018,16.0
Estonia,30,Wildfire,2019,47.0
Estonia,30,Wildfire,2020,90.0
Estonia,30,Wildfire,2021,17.0
Estonia,30,Wildfire,2022,11.0
Estonia,30,Wildfire,2023,70.0
Estonia,30,Wildfire,2024,1.0
Ethiopia,30,Hard commodities,2001,12.0
Ethiopia,30,Hard commodities,2002,9.0
Ethiopia,30,Hard commodities,2003,8.0
Ethiopia,30,Hard commodities,2004,9.0
Ethiopia,30,Hard commodities,2005,21.0
Ethiopia,30,Hard commodities,2006,8.0
Ethiopia,30,Hard commodities,2007,41.0
Ethiopia,30,Hard commodities,2008,54.0
Ethiopia,30,Hard commodities,2009,45.0
Ethiopia,30,Hard commodities,2010,36.0
Ethiopia,30,Hard commodities,2011,18.0
Ethiopia,30,Hard commodities,2012,12.0
Ethiopia,30,Hard commodities,2013,19.0
Ethiopia,30,Hard commodities,2014,10.0
Ethiopia,30,Hard commodities,2015,13.0
Ethiopia,30,Hard commodities,2016,36.0
Ethiopia,30,Hard commodities,2017,28.0
Ethiopia,30,Hard commodities,2018,34.0
Ethiopia,30,Hard commodities,2019,38.0
Ethiopia,30,Hard commodities,2020,18.0
Ethiopia,30,Hard commodities,2021,17.0
Ethiopia,30,Hard commodities,2022,22.0
Ethiopia,30,Hard commodities,2023,3090.0
Ethiopia,30,Hard commodities,2024,1767.0
Ethiopia,30,Logging,2001,345.0
Ethiopia,30,Logging,2002,282.0
Ethiopia,30,Logging,2003,325.0
Ethiopia,30,Logging,2004,564.0
Ethiopia,30,Logging,2005,1073.0
Ethiopia,30,Logging,2006,355.0
Ethiopia,30,Logging,2007,468.0
Ethiopia,30,Logging,2008,561.0
Ethiopia,30,Logging,2009,564.0
Ethiopia,30,Logging,2010,645.0
Ethiopia,30,Logging,2011,524.0
Ethiopia,30,Logging,2012,1070.0
Ethiopia,30,Logging,2013,1707.0
Ethiopia,30,Logging,2014,2282.0
Ethiopia,30,Logging,2015,624.0
Ethiopia,30,Logging,2016,1629.0
Ethiopia,30,Logging,2017,1752.0
Ethiopia,30,Logging,2018,1323.0
Ethiopia,30,Logging,2019,1586.0
