country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Madagascar,10,59144703,33190885,32119830,173322,91390,103517,110093,93658,109687,99525,208614,141075,153914,125609,169927,138861,319483,450212,324168,413096,558247,396361,277675,263089,262836,284029,333378,258335
Madagascar,15,59144703,26503411,26648190,173322,90617,101134,107317,91663,107086,95389,206148,138285,151296,123306,168714,137285,316427,445328,321165,409201,551602,392367,274710,260067,258964,280217,329267,254786
Madagascar,20,59144703,19454927,19546827,173322,88767,94453,94918,86333,99562,80916,197103,130192,142764,114146,165434,131969,306786,428441,310255,394899,528782,378021,263463,249673,245656,267032,315066,241662
Madagascar,25,59144703,18656019,18510951,173322,88342,93095,92241,85205,98042,78378,195070,128551,141150,112304,164621,131009,304795,424895,307891,391847,523780,374980,260959,247310,242676,264213,311869,238900
Madagascar,30,59144703,17141084,16436354,173322,86957,89317,84249,81846,93627,71035,188579,123503,136537,107220,162323,128468,299350,416682,301789,383656,510356,366621,254242,241113,234879,256378,303191,231218
Madagascar,50,59144703,12241380,11904520,173322,77605,77814,66890,71175,77344,49818,156677,102096,117030,91190,146201,111113,253479,320150,245544,317199,401749,297401,197933,195677,179393,199607,244221,179135
Madagascar,75,59144703,5863681,6389035,173322,48035,48835,34571,42627,41009,20144,86979,47605,66561,42465,91339,53451,109787,128317,92945,121090,152275,129860,77776,82670,62578,68542,102944,72969
Malawi,0,11792701,11792701,11792701,41701,4630,6502,11703,10447,18718,9006,12941,17413,7145,7123,15386,16924,18741,27988,16990,21618,26209,25029,17966,26060,28508,23589,36564,32934
Malawi,10,11792701,7082317,6915475,41701,4607,6461,11620,10376,18524,8955,12846,17263,7077,7071,15207,16645,17675,27021,16427,21012,25316,24274,17552,25347,27548,22948,35484,31271
Malawi,15,11792701,4911810,4630830,41701,4289,6092,10946,9649,17227,8473,11996,16097,6602,6596,14090,16021,16457,26080,15843,20193,23997,23310,17003,24366,26220,22017,33790,28924
Malawi,20,11792701,2455942,2357736,41701,3220,4995,8842,7342,12801,6885,9457,12490,5082,5094,10705,13862,12993,22235,13217,16657,19313,19577,14742,20371,21355,18642,28100,22049
Malawi,25,11792701,2212213,2224021,41701,3075,4831,8487,6989,12135,6631,9090,11902,4846,4852,10218,13462,12452,21474,12684,15957,18491,18812,14257,19549,20408,17933,27032,20954
Malawi,30,11792701,1521029,1471557,41701,2491,4196,7094,5724,9458,5550,7494,9729,4035,3991,8269,12174,10562,18594,10793,13530,15352,15519,12148,16069,16582,14884,22979,17093
Malawi,50,11792701,313336,351794,41701,1326,2553,3238,2783,3863,2912,3632,4513,1706,1760,3989,6579,3854,7330,4372,4984,4626,4375,4073,5319,4765,5259,8379,5430
Malawi,75,11792701,16334,7163,41701,209,319,362,254,408,451,418,601,195,251,516,600,270,394,305,279,292,338,468,276,255,402,569,138
Malaysia,0,32957849,32957849,32957849,1007198,340506,317065,185861,355588,378541,336209,407410,369846,625267,432318,465088,636531,347150,681619,479776,605731,519315,474513,436181,309999,319631,292453,388772,373201
Malaysia,10,32957849,29801122,29094303,1007198,335745,314597,184790,353296,376813,335108,406259,368721,623759,431361,463660,630093,335411,651512,458408,571902,488688,443236,400933,273729,282877,253290,317281,291884
Malaysia,15,32957849,29681816,28931116,1007198,334913,314131,184562,352916,376496,334936,406084,368583,623557,431234,463513,629536,334797,649843,457220,569953,487053,441599,399217,272200,281226,251674,314533,288968
Malaysia,20,32957849,29598487,28846368,1007198,334147,313609,184358,352505,376148,334740,405900,368430,623339,431119,463356,629068,334284,648476,456266,568417,485786,440327,397836,270853,279853,250243,312119,286226
Malaysia,25,32957849,29546108,28749217,1007198,333681,313296,184227,352274,375983,334653,405816,368367,623243,431055,463278,628820,333977,647657,455692,567477,485048,439588,397065,270170,279143,249523,310964,285001
Malaysia,30,32957849,29444768,28646288,1007198,332806,312841,184057,352004,375758,334527,405691,368259,623092,430949,463150,628383,333362,646027,454490,565553,483499,438009,395404,268776,277598,248127,308655,282533
Malaysia,50,32957849,28990729,28004285,1007198,326389,308842,182265,348910,373030,332903,404013,366956,621087,429719,461913,625381,330076,637832,448731,556363,476313,431112,388380,262706,271254,242200,299132,272180
Malaysia,75,32957849,27260509,26372934,1007198,298348,285622,169599,329186,353725,320464,390616,356282,604365,419674,453489,609465,312284,598150,419470,511864,441354,396607,351934,233310,239141,213537,255918,228246
Mali,0,125119431,125119431,125119431,203581,5421,7849,1985,21012,12653,22403,15617,16146,16410,5712,27416,19536,29119,22633,16797,14078,30544,27545,28048,18013,19243,22930,37569,34622
Mali,10,125119431,8187022,7102149,203581,4941,7036,1848,19926,11999,21361,14576,15358,15787,5510,26373,18217,25134,19530,15517,13387,28625,26443,26706,17052,18134,21282,28351,26641
Mali,15,125119431,1806919,1938355,203581,1711,1990,416,7279,3734,6694,3749,4373,5653,1753,9062,4867,13864,10084,8698,7685,15984,15266,14548,9188,9596,10214,12949,11175
Mali,20,125119431,151535,218619,203581,592,429,82,1211,476,678,674,490,792,267,823,492,2160,1295,922,950,1812,1478,1319,862,849,922,1423,1123
Mali,25,125119431,101105,176149,203581,495,322,65,711,290,403,428,304,523,181,506,311,1583,922,650,681,1286,1022,899,593,586,630,1033,791
Mali,30,125119431,25098,49161,203581,348,175,34,154,83,103,126,106,158,53,166,79,410,270,204,205,332,299,211,149,130,159,316,237
Mali,50,125119431,390,430,203581,166,63,11,32,12,5,15,20,20,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0
Mali,75,125119431,47,0,203581,22,9,1,2,2,0,2,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,32336,32336,32336,11,1,3,0,4,1,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,1,1
Malta,10,32336,174,183,11,1,2,0,3,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,15,32336,149,149,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,20,32336,139,145,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,25,32336,128,131,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,30,32336,117,116,11,1,2,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,50,32336,85,54,11,1,2,0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,75,32336,46,18,11,1,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinique,0,111788,111788,111788,678,198,51,295,174,216,94,160,296,208,78,160,330,217,213,47,35,168,77,86,89,61,43,170,90
Martinique,10,111788,79063,79305,678,194,49,291,169,207,92,157,283,202,76,155,313,155,165,33,28,124,54,63,67,46,34,115,63
Martinique,15,111788,77287,78932,678,194,49,290,168,206,91,156,282,201,76,154,311,153,163,33,27,122,53,62,67,45,34,111,61
Martinique,20,111788,76257,78499,678,194,49,290,168,205,91,156,281,201,76,154,311,150,161,32,27,119,52,62,66,44,33,108,59
Martinique,25,111788,75485,78281,678,194,49,289,168,205,91,156,280,200,76,154,310,148,158,32,26,117,52,61,66,44,33,107,58
Martinique,30,111788,74649,77223,678,193,49,288,167,204,91,155,279,199,75,153,308,147,157,32,26,116,51,61,66,43,32,106,57
Martinique,50,111788,70992,69964,678,189,48,284,161,199,88,153,270,196,73,150,298,134,144,29,23,107,48,57,62,39,30,92,51
Martinique,75,111788,62863,60818,678,172,42,263,146,171,77,140,237,174,67,135,264,86,97,16,13,61,33,40,49,24,21,52,30
Mauritania,0,104116934,104116934,104116934,711,42,3,7,7,2,1,1,1,1,2,1,23,183,218,17,0,2,22,29,61,59,85,81,51
Mauritania,10,104116934,64,623,711,38,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mauritania,15,104116934,42,59,711,36,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,20,104116934,36,7,711,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,25,104116934,36,4,711,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,30,104116934,33,1,711,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,50,104116934,16,0,711,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,75,104116934,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,0,10267,10267,10267,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,10,10267,6460,6339,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,15,10267,6382,6258,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,20,10267,6348,6245,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,25,10267,6333,6232,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,30,10267,6171,6206,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,50,10267,6017,6002,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micronesia,75,10267,5613,5640,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,0,156624911,156624911,156624911,78600,24437,23126,51483,68793,9547,17998,52001,67610,89362,11128,5236,60497,1336,897,7682,5833,33792,11364,7253,826,287,184,1182,3613
Mongolia,10,156624911,6150008,5578225,78600,22599,21061,45268,61548,8359,15727,50107,63144,86816,9926,4252,47369,838,674,7454,5007,30018,9980,4805,561,209,132,942,3004
Mongolia,15,156624911,5086882,4650079,78600,21719,19681,41830,57484,7985,14668,49346,60652,84845,9470,3939,41936,746,613,7349,4563,28128,9610,3761,524,202,124,893,2895
Mongolia,20,156624911,4757431,4508472,78600,21387,19440,40171,55634,7788,13882,48764,57820,83421,9119,3781,39356,709,586,7306,4471,27426,9505,3473,511,199,119,877,2847
Mongolia,25,156624911,4465762,4083464,78600,21254,19167,39386,54675,7612,13557,48446,57095,82850,8976,3683,37391,675,559,7234,4323,26675,9394,3261,492,195,114,864,2791
Mongolia,30,156624911,4090459,3552628,78600,21057,18728,38433,53302,7467,13249,48082,56002,81792,8765,3551,34641,629,523,7145,4141,25239,9225,2815,465,187,103,840,2719
Mongolia,50,156624911,1863039,1244276,78600,17444,12494,18137,27855,4822,8096,39247,33460,58740,5281,2051,14002,238,250,5858,2474,10748,6516,883,240,101,52,553,1905
Mongolia,75,156624911,308043,202006,78600,10819,4799,4641,7569,1627,2472,18042,11119,24870,1820,731,4139,42,52,3431,1035,672,583,107,38,10,6,158,557
Morocco,0,41349155,41349155,41349155,81646,2112,4353,2384,2159,2387,2911,3052,4283,1631,1346,4527,4123,5514,10563,7675,13630,12169,10707,9203,11918,6140,20492,19689,9225
Morocco,10,41349155,1113051,591524,81646,1967,4111,2185,1636,1756,2422,2665,3661,1325,1078,3597,1938,1113,2166,1299,2774,3068,2542,1606,4206,1909,13401,5799,2014
Morocco,15,41349155,891658,527704,81646,1932,4042,2121,1533,1625,2328,2595,3541,1275,1039,3513,1858,1006,1980,1156,2473,2814,2364,1470,3995,1753,12885,5085,1797
Morocco,20,41349155,822649,518480,81646,1897,4004,2087,1470,1574,2269,2559,3468,1218,1005,3464,1796,954,1866,1098,2329,2677,2252,1385,3850,1686,12633,4851,1689
Morocco,25,41349155,722974,422726,81646,1880,3959,2060,1451,1542,2243,2529,3432,1208,993,3429,1755,900,1768,1017,2179,2524,2154,1321,3743,1611,12345,4328,1535
Morocco,30,41349155,648566,405762,81646,1868,3922,2043,1441,1526,2222,2513,3409,1197,989,3392,1690,836,1682,952,2041,2367,2078,1251,3620,1539,12017,4006,1411
Morocco,50,41349155,436047,250763,81646,1398,3026,1408,937,1001,1612,2012,2646,897,771,2743,1293,583,1299,666,1425,1723,1595,948,2969,1166,10251,2882,955
Morocco,75,41349155,210941,131281,81646,781,1596,706,427,464,833,1199,1557,452,483,1749,697,306,694,293,648,834,963,509,1703,635,6862,1647,478
Mozambique,0,78746117,78746117,78746117,583233,76382,138730,106711,146467,198161,217890,184269,269758,283215,247391,187206,177336,222669,259373,234395,319908,491516,237451,312730,312083,378140,329270,376718,424899
Mozambique,10,78746117,70952311,68325856,583233,76306,138520,106558,146266,197928,217731,184064,269453,282896,247119,187043,176629,218791,256869,232069,318212,487237,235806,310422,310066,375386,326944,373110,421552
Mozambique,15,78746117,59496794,57519693,583233,75202,135833,104506,143437,194604,214885,180908,264601,278021,242932,184860,173734,211442,250717,227502,312813,474023,230167,304131,303027,366402,318693,361867,410430
Mozambique,20,78746117,39863334,38682955,583233,68867,121819,92599,126404,174258,195220,160482,235433,248620,219917,168831,157544,185428,224804,204652,282156,413405,200457,270577,267513,321056,277059,310389,354435
Mozambique,25,78746117,37166035,36796772,583233,67121,118492,89870,122458,169159,190181,155651,228571,241418,214003,164645,153813,180400,219346,199511,275385,401393,194217,262811,259892,311769,268449,299577,342587
Mozambique,30,78746117,28920531,26975511,583233,60940,106664,79651,107730,150572,172242,138504,204780,217510,194551,150253,139952,162673,200517,181405,250566,359023,172404,235665,232524,278084,237876,262210,298631
Mozambique,50,78746117,10494126,10327958,583233,32414,52749,39467,47747,70115,87726,66062,103213,110324,100480,82075,72498,86621,112660,99132,140320,182285,83656,114878,112069,137454,116317,119721,132006
Mozambique,75,78746117,341595,728412,583233,2495,2708,1825,1982,3296,4357,3838,6498,6381,6514,5706,4882,4204,3843,3855,6096,9607,2721,3725,2585,2815,3162,2285,2797
Myanmar,0,66929633,66929633,66929633,636627,47212,69562,80754,107008,95455,134780,153254,125031,225208,175838,143859,249250,289878,390730,340668,425039,406909,329501,369284,366278,356723,308431,374514,332617
Myanmar,10,66929633,45085297,43312430,636627,45892,67754,78872,104502,93540,130926,149637,121883,220297,172724,138806,232861,260994,349412,307565,380890,360720,293350,326252,326096,319539,274278,324875,291091
Myanmar,15,66929633,44222727,42354217,636627,45547,67223,78345,103797,93017,129820,148662,121011,218967,171809,137780,230240,256719,343508,303010,374839,354329,288395,320477,320598,314315,269719,318713,286395
Myanmar,20,66929633,43930162,42046579,636627,45356,66920,78040,103381,92720,129169,148116,120555,218266,171292,137257,229006,254675,340777,300914,372239,351705,286379,318194,318358,312198,267867,316295,284288
Myanmar,25,66929633,43580425,41552504,636627,45054,66502,77630,102754,92258,128295,147339,119885,217287,170643,136539,227427,252271,337669,298343,369083,348555,283912,315405,315728,309712,265677,313470,281945
Myanmar,30,66929633,42863360,40919342,636627,44804,66120,77223,102186,91847,127464,146599,119217,216306,169912,135716,225188,248186,331445,293305,362552,341844,278708,309419,310005,304152,260938,307184,276979
Myanmar,50,66929633,39793687,37223903,636627,42344,62066,72737,95856,87216,117616,137944,111841,204579,161505,128115,207732,225983,300048,267559,330842,310080,253658,281019,282945,278037,238172,278398,253977
Myanmar,75,66929633,27445682,25076223,636627,30846,43383,50904,67564,65641,76250,96033,76916,143236,116874,91206,135281,131767,171057,160194,203210,184017,150075,165149,171259,168368,144806,169071,158370
México,0,195108696,195108696,195108696,1422799,172354,174425,167818,187049,229335,199449,239478,203730,307002,182822,200978,190805,251660,198956,226505,320451,358304,321411,379260,341860,228659,219058,287774,395142
México,10,195108696,63707066,55857723,1422799,162309,162523,155811,174163,212737,184222,223926,188771,287374,170377,190836,179462,228252,179312,206707,286997,316776,284722,342121,311894,202047,189675,241840,346586
México,15,195108696,60299983,54829871,1422799,161291,161565,155045,173105,211406,182935,222622,187730,286082,169541,189877,178236,225503,176629,203704,282992,310688,279284,337483,307590,197577,185904,236970,341599
México,20,195108696,57494292,53979262,1422799,160218,160694,154274,172037,209970,181741,221359,186613,284519,168655,188884,177045,223004,174294,201243,279597,305949,274853,333812,304407,194354,183365,233053,337735
México,25,195108696,55216444,52469508,1422799,159362,159834,153400,170980,208513,180358,220110,185463,282799,167873,187939,176047,221189,172586,199551,277205,302376,271200,330979,302099,191828,181233,230087,334643
México,30,195108696,53168926,50334860,1422799,158267,158812,152535,169830,206863,179070,218643,184335,281119,166830,186829,174713,218915,170605,197534,273930,298635,267179,327305,299299,189046,178845,226363,330819
México,50,195108696,42118174,38628614,1422799,144709,145657,140203,154214,187028,163645,197937,168003,258704,152098,171907,161191,202825,157369,184877,252897,277512,242117,305873,283184,171688,163818,204658,308656
México,75,195108696,29489720,26618220,1422799,115255,118969,109379,119956,143387,131780,152110,134383,207241,123460,140459,131529,161464,123435,151142,199564,221861,184508,246230,237178,132271,128602,160144,258578
Namibia,0,82403983,82403983,82403983,15192,2331,743,1934,980,897,414,1726,637,1439,463,801,657,978,1118,253,215,1338,1152,669,528,1454,855,1901,2349
Namibia,10,82403983,1592590,2476658,15192,1659,538,1427,776,820,366,1539,579,1344,433,722,459,445,496,187,173,1060,954,550,408,1098,676,1108,1147
Namibia,15,82403983,252466,330390,15192,1321,471,1193,600,618,256,993,412,981,314,540,282,130,167,104,68,324,286,230,119,317,251,343,322
Namibia,20,82403983,21471,8462,15192,698,222,462,192,209,65,271,119,318,98,190,107,12,20,15,9,23,35,17,9,29,23,16,25
Namibia,25,82403983,13865,5758,15192,628,190,409,147,158,49,206,88,240,71,150,83,10,15,12,6,16,27,8,6,19,13,8,10
Namibia,30,82403983,4245,808,15192,416,109,211,63,64,18,81,34,86,28,70,25,3,5,6,1,2,8,2,1,5,1,3,0
Namibia,50,82403983,601,55,15192,148,37,102,27,5,4,8,2,4,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,75,82403983,54,6,15192,23,6,9,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,14766237,14766237,14766237,174007,1705,2421,2582,3242,3250,3710,4165,3635,6743,3068,3200,6050,1491,1877,1131,1962,3616,2956,3602,4354,5066,3815,4705,6225
Nepal,10,14766237,5599953,5437865,174007,1593,2225,2398,2659,2891,3399,3655,3145,5833,2523,2924,5293,948,1309,694,1169,2600,1871,2310,2549,3100,2274,2589,3096
Nepal,15,14766237,5421022,5173841,174007,1570,2192,2354,2589,2842,3348,3585,3091,5735,2451,2878,5191,910,1254,632,1083,2521,1792,2213,2419,2953,2159,2463,2917
Nepal,20,14766237,5366016,5132614,174007,1555,2163,2326,2540,2793,3305,3527,3034,5592,2401,2853,5128,892,1233,620,1068,2496,1773,2193,2388,2922,2139,2428,2875
Nepal,25,14766237,5301042,4937805,174007,1533,2139,2306,2497,2771,3276,3488,3008,5550,2369,2830,5085,876,1210,609,1049,2473,1744,2159,2343,2876,2107,2384,2819
Nepal,30,14766237,5161038,4801738,174007,1522,2129,2292,2480,2758,3255,3465,2993,5525,2349,2816,5045,835,1162,578,999,2394,1672,2087,2233,2753,2022,2277,2679
Nepal,50,14766237,4308183,3547662,174007,1315,1823,1913,1893,2308,2658,2822,2415,4551,1808,2445,4309,671,926,503,833,2042,1399,1766,1864,2330,1705,1868,2167
Nepal,75,14766237,2131920,1707534,174007,889,1279,1216,1016,1578,1572,1826,1452,2996,1053,1701,2981,296,409,245,400,1006,613,789,843,1096,803,830,926
Netherlands,0,3768674,3768674,3768674,60820,769,866,328,1343,1544,1542,1708,1201,1665,3493,1194,997,636,998,973,1636,1788,1496,2772,2195,2810,1407,1924,1835
Netherlands,10,3768674,751851,863138,60820,745,839,315,1314,1494,1503,1665,1167,1588,3443,1169,956,533,906,916,1452,1401,1348,2576,1988,2536,1242,1672,1571
Netherlands,15,3768674,681546,787299,60820,742,833,313,1309,1483,1492,1652,1161,1571,3428,1162,951,527,898,909,1439,1380,1328,2553,1967,2511,1229,1647,1553
Netherlands,20,3768674,657435,775050,60820,740,831,312,1304,1478,1490,1650,1156,1568,3424,1161,949,522,892,905,1430,1367,1309,2538,1955,2496,1214,1627,1539
Netherlands,25,3768674,623890,746125,60820,738,828,312,1301,1476,1487,1647,1155,1566,3416,1158,947,517,884,901,1419,1350,1291,2510,1940,2476,1202,1607,1525
Netherlands,30,3768674,593054,710849,60820,737,824,310,1297,1472,1482,1645,1150,1559,3403,1156,946,514,875,894,1407,1333,1270,2482,1923,2457,1187,1578,1508
Netherlands,50,3768674,473968,546958,60820,701,760,292,1204,1389,1409,1604,1097,1493,3247,1114,923,487,812,850,1312,1212,1135,2277,1769,2315,1090,1403,1373
Netherlands,75,3768674,285065,278242,60820,574,594,230,853,1042,1111,1351,875,1181,2533,921,807,362,583,624,935,838,797,1611,1278,1789,782,983,910
New Caledonia,0,1882560,1882560,1882560,1855,767,751,939,1615,1520,2196,1060,547,1116,619,786,1008,3151,2460,559,1464,1296,3290,896,4398,706,405,812,2324
New Caledonia,10,1882560,1597786,1575337,1855,745,708,925,1585,1507,2184,1037,541,1073,603,748,921,2706,2285,525,1404,1227,3198,860,4256,686,390,733,2118
New Caledonia,15,1882560,1570234,1552705,1855,742,705,922,1582,1506,2182,1031,539,1064,599,747,914,2668,2267,523,1397,1221,3188,857,4241,684,389,718,2090
New Caledonia,20,1882560,1501655,1461380,1855,717,655,901,1541,1491,2161,997,527,1006,566,726,868,2469,2160,507,1368,1192,3144,836,4176,672,383,653,1924
New Caledonia,25,1882560,1481548,1433537,1855,714,648,897,1533,1486,2154,994,525,1000,563,721,859,2407,2125,500,1355,1182,3126,830,4146,668,380,636,1878
New Caledonia,30,1882560,1440327,1397587,1855,698,627,884,1509,1471,2134,976,522,976,550,709,839,2282,2050,486,1324,1161,3070,811,4066,656,375,597,1782
New Caledonia,50,1882560,1051338,998497,1855,548,432,680,1166,1266,1741,797,455,771,443,570,641,1045,914,245,710,760,1786,444,2773,457,237,266,679
New Caledonia,75,1882560,725319,767326,1855,348,232,427,670,796,978,461,293,422,266,378,447,307,255,81,242,340,689,174,1279,233,77,81,104
New Zealand,0,26716626,26716626,26716626,434875,50779,63420,45007,60867,52806,61935,62934,61601,59816,56333,60393,71442,87684,88900,68611,88001,84207,88542,79642,69991,79558,73378,72041,58924
New Zealand,10,26716626,11576990,11944979,434875,50599,63283,44847,60732,52587,61732,62713,61426,59658,56170,60007,69683,78163,80206,64438,81079,75688,80103,72179,61853,67501,59913,52427,41286
New Zealand,15,26716626,11497891,11858665,434875,50593,63279,44844,60729,52584,61727,62708,61421,59653,56165,59999,69665,78094,80125,64390,80988,75592,80033,72109,61776,67402,59808,52301,41182
New Zealand,20,26716626,11418598,11683648,434875,50577,63264,44831,60715,52560,61709,62687,61404,59642,56153,59985,69612,77898,79862,64259,80784,75350,79757,71882,61488,67007,59357,51627,40555
New Zealand,25,26716626,11357768,11607790,434875,50561,63252,44822,60704,52548,61699,62672,61393,59631,56145,59971,69571,77765,79703,64158,80610,75156,79556,71704,61282,66724,59048,51234,40195
New Zealand,30,26716626,11255805,11432839,434875,50528,63227,44799,60681,52520,61672,62644,61373,59614,56122,59944,69500,77540,79411,64003,80359,74885,79227,71430,60924,66243,58513,50464,39497
New Zealand,50,26716626,10796264,10604445,434875,50330,63050,44664,60493,52302,61488,62443,61204,59496,55981,59788,69061,76153,77952,63119,78929,73256,77497,69870,59143,63867,55968,47082,36538
New Zealand,75,26716626,9368330,9329277,434875,49101,61915,43771,59287,50955,60193,61017,60135,58680,55183,58799,67206,71695,73273,59653,72833,67265,71673,64554,53878,57302,48911,40000,30380
Nicaragua,0,12817891,12817891,12817891,142391,45002,54922,47918,21515,97061,39417,89691,54715,83921,216173,43725,34602,46389,79925,37468,153296,215603,74309,80711,114123,93920,50909,121543,163000
Nicaragua,10,12817891,8385819,8239487,142391,44538,54576,47439,21270,96146,39128,89096,54248,83518,214446,43487,33996,44619,76715,35995,144866,212838,72125,78608,112006,92318,49480,118482,159156
Nicaragua,15,12817891,8208207,7991688,142391,44438,54488,47328,21225,95915,39069,88952,54148,83421,213999,43439,33928,44450,76338,35837,143966,212408,71839,78320,111763,92144,49305,118135,158734
Nicaragua,20,12817891,8034710,7917623,142391,44314,54387,47203,21173,95649,38998,88792,54033,83312,213491,43391,33842,44267,75989,35689,143247,212067,71613,78094,111551,92003,49158,117861,158410
Nicaragua,25,12817891,7916874,7779056,142391,44220,54301,47105,21126,95455,38945,88663,53938,83223,213104,43353,33782,44170,75805,35620,142900,211917,71513,77982,111442,91931,49088,117726,158242
Nicaragua,30,12817891,7773867,7619468,142391,44089,54178,46944,21061,95135,38866,88478,53793,83078,212482,43280,33691,44030,75550,35521,142379,211699,71361,77828,111296,91835,48981,117537,157981
Nicaragua,50,12817891,7064509,6460790,142391,42293,52941,45089,20201,92433,37735,86354,52184,81726,207476,42747,32732,43198,74073,34944,139774,210408,70480,76852,110368,91290,48348,116540,156736
Nicaragua,75,12817891,5826755,5242560,142391,37527,48693,40016,17804,83443,34695,80282,47559,76830,190729,40748,30200,40977,70144,33430,131972,206197,67747,74030,107051,89653,46458,113324,152938
Niger,0,118366969,118366969,118366969,5781,16,8,8,7,6,4,4,3,3,4,3,51,267,83,22,3,7,15,13,22,24,11,45,51
Niger,10,118366969,24301,60503,5781,13,7,7,6,4,2,2,2,2,2,2,15,22,13,2,0,0,4,1,5,2,2,9,14
Niger,15,118366969,608,3880,5781,3,4,3,3,1,1,1,1,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0
Niger,20,118366969,12,220,5781,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Niger,25,118366969,9,127,5781,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,30,118366969,2,48,5781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,50,118366969,0,4,5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,75,118366969,0,0,5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,90840970,90840970,90840970,927799,85094,70940,45347,40061,52650,60549,119869,87751,95745,65934,162783,171817,184534,212335,133254,152880,419345,285141,225682,254888,287081,324789,271858,376467
Nigeria,10,90840970,42579113,39372968,927799,84265,69293,44865,37915,51923,59172,116510,85304,94165,64729,160426,164946,161374,200332,127999,150717,412391,279619,220906,249454,278800,314534,260538,358079
Nigeria,15,90840970,26694199,26745529,927799,77292,58914,38698,28428,43787,48419,95349,65984,77982,55573,132072,137885,122164,169708,110944,139797,381060,255488,199089,223503,240767,267313,217941,300097
Nigeria,20,90840970,13974189,15774940,927799,56298,40217,19869,18242,20649,33153,40539,37594,38412,40323,76455,58607,66060,105903,65306,101585,260068,175692,129826,142761,142323,155303,123852,161865
